Year,Month,Day,water_year,water_month,water_day,model,flow,rcp
2038,11,26,2039,2,57,CanESM2,429269.83,8.5
2039,1,3,2039,4,95,MIROC5,578956.07,8.5
2039,1,4,2039,4,96,CNRM-CM5,1012173.01,8.5
2039,1,12,2039,4,104,CESM1-BGC,491718.46,8.5
2039,2,13,2039,5,136,GFDL-CM3,433215.22,8.5
2039,2,16,2039,5,139,HadGEM2-CC,336108.51,8.5
2039,2,18,2039,5,141,CCSM4,459956.24,8.5
2039,2,19,2039,5,142,ACCESS1-0,87773.62,8.5
2039,3,3,2039,6,154,HadGEM2-ES,591616.22,8.5
2039,3,25,2039,6,176,CMCC-CMS,180558.75,8.5
2040,12,5,2041,3,66,CCSM4,162454.18,8.5
2040,12,16,2041,3,77,CNRM-CM5,329481.12,8.5
2041,1,7,2041,4,99,HadGEM2-CC,332253.52,8.5
2041,1,17,2041,4,109,GFDL-CM3,1238737.44,8.5
2041,1,27,2041,4,119,ACCESS1-0,646353.04,8.5
2041,3,2,2041,6,153,CESM1-BGC,797437.11,8.5
2041,3,6,2041,6,157,CanESM2,473962.42,8.5
2041,3,8,2041,6,159,HadGEM2-ES,656414.38,8.5
2041,4,5,2041,7,187,CMCC-CMS,135863.82,8.5
2041,5,2,2041,8,214,MIROC5,172331.36,8.5
2041,11,22,2042,2,53,CMCC-CMS,78641.65,8.5
2041,11,24,2042,2,55,ACCESS1-0,531134.7,8.5
2042,2,5,2042,5,128,CNRM-CM5,486939.53,8.5
2042,2,21,2042,5,144,CESM1-BGC,206834.49,8.5
2042,2,25,2042,5,148,CCSM4,513902.31,8.5
2042,2,26,2042,5,149,HadGEM2-ES,170802.22,8.5
2042,3,4,2042,6,155,HadGEM2-CC,692760.2,8.5
2042,3,14,2042,6,165,MIROC5,319851.15,8.5
2042,3,15,2042,6,166,CanESM2,561980.65,8.5
2042,4,2,2042,7,184,GFDL-CM3,380032.23,8.5
2042,12,11,2043,3,72,CanESM2,219453.48,8.5
2043,1,3,2043,4,95,GFDL-CM3,305242.7,8.5
2043,1,18,2043,4,110,CCSM4,247200.2,8.5
2043,1,20,2043,4,112,CNRM-CM5,444645.75,8.5
2043,2,9,2043,5,132,HadGEM2-CC,142753.06,8.5
2043,3,7,2043,6,158,CESM1-BGC,324876.86,8.5
2043,3,14,2043,6,165,CMCC-CMS,937611.99,8.5
2043,4,9,2043,7,191,MIROC5,250080.42,8.5
2043,5,2,2043,8,214,HadGEM2-ES,64675.49,8.5
2043,5,3,2043,8,215,ACCESS1-0,196358.58,8.5
2045,2,3,2045,5,126,CNRM-CM5,658651.06,8.5
2045,2,6,2045,5,129,CCSM4,354894.42,8.5
2045,2,6,2045,5,129,HadGEM2-CC,645947.21,8.5
2045,2,16,2045,5,139,ACCESS1-0,509710.58,8.5
2045,2,24,2045,5,147,MIROC5,342686.14,8.5
2045,3,20,2045,6,171,GFDL-CM3,576800.27,8.5
2045,3,21,2045,6,172,CESM1-BGC,563555.63,8.5
2045,3,28,2045,6,179,CanESM2,300995.79,8.5
2045,4,4,2045,7,186,HadGEM2-ES,544281.57,8.5
2045,5,18,2045,8,230,CMCC-CMS,79660,8.5
2045,12,18,2046,3,79,CESM1-BGC,604563.94,8.5
2045,12,22,2046,3,83,HadGEM2-CC,161317.53,8.5
2046,1,14,2046,4,106,CNRM-CM5,1143988.6,8.5
2046,1,24,2046,4,116,CanESM2,864510.4,8.5
2046,1,24,2046,4,116,GFDL-CM3,417548.02,8.5
2046,1,26,2046,4,118,MIROC5,1178389.44,8.5
2046,1,28,2046,4,120,CCSM4,1015211.81,8.5
2046,1,29,2046,4,121,CMCC-CMS,762998.17,8.5
2046,2,21,2046,5,144,ACCESS1-0,503379.99,8.5
2046,3,10,2046,6,161,HadGEM2-ES,100986.46,8.5
2046,11,25,2047,2,56,CanESM2,838807.08,8.5
2047,1,4,2047,4,96,HadGEM2-CC,613130.51,8.5
2047,1,19,2047,4,111,CNRM-CM5,1501242.28,8.5
2047,1,26,2047,4,118,CMCC-CMS,265984.6,8.5
2047,1,28,2047,4,120,CESM1-BGC,597545.64,8.5
2047,2,13,2047,5,136,MIROC5,129056.01,8.5
2047,2,22,2047,5,145,HadGEM2-ES,85698.03,8.5
2047,2,23,2047,5,146,ACCESS1-0,639390.07,8.5
2047,3,4,2047,6,155,GFDL-CM3,251832.91,8.5
2047,4,2,2047,7,184,CCSM4,233018.89,8.5
2048,12,27,2049,3,88,MIROC5,87905.78,8.5
2049,1,13,2049,4,105,CanESM2,1290229.7,8.5
2049,2,3,2049,5,126,CCSM4,625203.6,8.5
2049,2,7,2049,5,130,CMCC-CMS,442059.06,8.5
2049,2,15,2049,5,138,ACCESS1-0,89830.4,8.5
2049,2,16,2049,5,139,GFDL-CM3,482850.69,8.5
2049,3,9,2049,6,160,HadGEM2-ES,475454.34,8.5
2049,3,14,2049,6,165,CNRM-CM5,657983.81,8.5
2049,3,19,2049,6,170,HadGEM2-CC,945843.63,8.5
2049,6,8,2049,9,251,CESM1-BGC,93777.79,8.5
2050,1,7,2050,4,99,ACCESS1-0,455462.58,8.5
2050,2,7,2050,5,130,CanESM2,656365,8.5
2050,2,17,2050,5,140,CCSM4,977138.63,8.5
2050,2,19,2050,5,142,HadGEM2-CC,488961.8,8.5
2050,2,24,2050,5,147,CESM1-BGC,719849.7,8.5
2050,3,23,2050,6,174,HadGEM2-ES,386926.67,8.5
2050,3,23,2050,6,174,MIROC5,661797.19,8.5
2050,3,24,2050,6,175,CMCC-CMS,281617.23,8.5
2050,3,26,2050,6,177,CNRM-CM5,491461.44,8.5
2050,4,22,2050,7,204,GFDL-CM3,201227.94,8.5
2050,12,18,2051,3,79,CMCC-CMS,588419.77,8.5
2050,12,29,2051,3,90,HadGEM2-ES,424125.92,8.5
2051,1,6,2051,4,98,ACCESS1-0,160118.73,8.5
2051,1,15,2051,4,107,GFDL-CM3,335096.59,8.5
2051,1,18,2051,4,110,CNRM-CM5,1689904.01,8.5
2051,1,30,2051,4,122,HadGEM2-CC,225361.4,8.5
2051,2,19,2051,5,142,CESM1-BGC,356242.22,8.5
2051,2,24,2051,5,147,CCSM4,246645.71,8.5
2051,3,9,2051,6,160,MIROC5,132652.99,8.5
2051,3,13,2051,6,164,CanESM2,389589.59,8.5
2052,11,26,2053,2,57,CCSM4,936795.66,8.5
2053,1,17,2053,4,109,GFDL-CM3,657791.62,8.5
2053,1,18,2053,4,110,CanESM2,1541900.38,8.5
2053,1,23,2053,4,115,ACCESS1-0,262861.54,8.5
2053,2,22,2053,5,145,CMCC-CMS,108158.19,8.5
2053,2,26,2053,5,149,CESM1-BGC,73273.84,8.5
2053,3,5,2053,6,156,HadGEM2-CC,586532.65,8.5
2053,3,11,2053,6,162,CNRM-CM5,516349.5,8.5
2053,3,15,2053,6,166,MIROC5,306822.5,8.5
2053,4,21,2053,7,203,HadGEM2-ES,85119.59,8.5
2054,1,14,2054,4,106,CMCC-CMS,796118.78,8.5
2054,1,28,2054,4,120,HadGEM2-CC,543805.87,8.5
2054,2,15,2054,5,138,CanESM2,245189.55,8.5
2054,3,4,2054,6,155,MIROC5,705848.33,8.5
2054,3,5,2054,6,156,GFDL-CM3,88035.84,8.5
2054,3,7,2054,6,158,CNRM-CM5,781210.18,8.5
2054,3,13,2054,6,164,HadGEM2-ES,113839.27,8.5
2054,4,10,2054,7,192,CCSM4,359003.97,8.5
2054,5,4,2054,8,216,ACCESS1-0,111895.65,8.5
2054,5,19,2054,8,231,CESM1-BGC,107680.35,8.5
2054,11,27,2055,2,58,HadGEM2-CC,355505.63,8.5
2055,1,4,2055,4,96,MIROC5,300219.71,8.5
2055,2,3,2055,5,126,CanESM2,1266119.69,8.5
2055,2,11,2055,5,134,CESM1-BGC,327237.91,8.5
2055,2,13,2055,5,136,ACCESS1-0,202950.19,8.5
2055,3,2,2055,6,153,CNRM-CM5,509934.53,8.5
2055,3,4,2055,6,155,CMCC-CMS,200189.96,8.5
2055,3,17,2055,6,168,CCSM4,176821.95,8.5
2055,4,3,2055,7,185,GFDL-CM3,201421.08,8.5
2055,4,7,2055,7,189,HadGEM2-ES,88834.82,8.5
2056,11,9,2057,2,40,HadGEM2-CC,167675.3,8.5
2056,11,25,2057,2,56,ACCESS1-0,160897.42,8.5
2056,12,28,2057,3,89,CCSM4,542285.34,8.5
2057,1,24,2057,4,116,CNRM-CM5,909275.5,8.5
2057,2,1,2057,5,124,CanESM2,1112403.9,8.5
2057,2,27,2057,5,150,GFDL-CM3,249187.44,8.5
2057,3,4,2057,6,155,MIROC5,133004.33,8.5
2057,3,20,2057,6,171,CESM1-BGC,586658.24,8.5
2057,4,10,2057,7,192,HadGEM2-ES,269658.16,8.5
2057,6,15,2057,9,258,CMCC-CMS,67774.34,8.5
2058,1,15,2058,4,107,CCSM4,725904.92,8.5
2058,1,29,2058,4,121,CanESM2,1028564.66,8.5
2058,2,3,2058,5,126,GFDL-CM3,755846.17,8.5
2058,2,9,2058,5,132,ACCESS1-0,152747.83,8.5
2058,2,9,2058,5,132,HadGEM2-ES,813413.41,8.5
2058,2,16,2058,5,139,HadGEM2-CC,400111.76,8.5
2058,2,17,2058,5,140,CNRM-CM5,606208.62,8.5
2058,3,5,2058,6,156,CESM1-BGC,909861.84,8.5
2058,3,6,2058,6,157,CMCC-CMS,487180.19,8.5
2058,3,29,2058,6,180,MIROC5,459853.26,8.5
2059,1,9,2059,4,101,CanESM2,948545.97,8.5
2059,1,11,2059,4,103,CNRM-CM5,865020.99,8.5
2059,2,2,2059,5,125,MIROC5,795724.53,8.5
2059,2,7,2059,5,130,CMCC-CMS,213933.36,8.5
2059,2,7,2059,5,130,HadGEM2-CC,303962.01,8.5
2059,2,20,2059,5,143,HadGEM2-ES,898925.3,8.5
2059,2,21,2059,5,144,CCSM4,586195.16,8.5
2059,3,4,2059,6,155,GFDL-CM3,160595.15,8.5
2059,4,2,2059,7,184,ACCESS1-0,108943.86,8.5
2059,4,14,2059,7,196,CESM1-BGC,75701.13,8.5
2060,12,8,2061,3,69,CanESM2,1019489.86,8.5
2060,12,22,2061,3,83,HadGEM2-ES,131958.2,8.5
2061,1,8,2061,4,100,MIROC5,137054.91,8.5
2061,1,14,2061,4,106,CNRM-CM5,1239160.13,8.5
2061,1,16,2061,4,108,CESM1-BGC,748548.15,8.5
2061,2,2,2061,5,125,CCSM4,444032.93,8.5
2061,2,7,2061,5,130,HadGEM2-CC,704973.3,8.5
2061,2,26,2061,5,149,ACCESS1-0,401857.49,8.5
2061,3,14,2061,6,165,CMCC-CMS,399251.33,8.5
2061,3,27,2061,6,178,GFDL-CM3,551565.21,8.5
2061,11,18,2062,2,49,MIROC5,83036.49,8.5
2061,12,29,2062,3,90,GFDL-CM3,457123.9,8.5
2062,1,1,2062,4,93,CCSM4,821937.51,8.5
2062,1,3,2062,4,95,CNRM-CM5,368226.34,8.5
2062,1,6,2062,4,98,ACCESS1-0,72767.13,8.5
2062,2,22,2062,5,145,CESM1-BGC,668945.66,8.5
2062,2,24,2062,5,147,CanESM2,909775.41,8.5
2062,3,18,2062,6,169,CMCC-CMS,683339.92,8.5
2062,3,18,2062,6,169,HadGEM2-CC,76381.73,8.5
2062,4,11,2062,7,193,HadGEM2-ES,287095.18,8.5
2063,1,12,2063,4,104,ACCESS1-0,84483.07,8.5
2063,1,25,2063,4,117,CanESM2,1791734.37,8.5
2063,1,29,2063,4,121,CNRM-CM5,1038210.02,8.5
2063,1,29,2063,4,121,GFDL-CM3,317201.32,8.5
2063,1,30,2063,4,122,CMCC-CMS,257287.04,8.5
2063,2,5,2063,5,128,HadGEM2-CC,606460.86,8.5
2063,2,21,2063,5,144,HadGEM2-ES,221746.23,8.5
2063,3,10,2063,6,161,CCSM4,619157.76,8.5
2063,3,13,2063,6,164,CESM1-BGC,164778.32,8.5
2063,4,6,2063,7,188,MIROC5,107530.7,8.5
2065,1,4,2065,4,96,CCSM4,149043.64,8.5
2065,1,8,2065,4,100,ACCESS1-0,127102.72,8.5
2065,1,16,2065,4,108,CESM1-BGC,585662.25,8.5
2065,1,19,2065,4,111,HadGEM2-ES,191549.93,8.5
2065,2,6,2065,5,129,CNRM-CM5,1414340.72,8.5
2065,2,12,2065,5,135,CanESM2,830822.49,8.5
2065,3,4,2065,6,155,MIROC5,150797.47,8.5
2065,3,5,2065,6,156,GFDL-CM3,628629.95,8.5
2065,3,7,2065,6,158,CMCC-CMS,642321.8,8.5
2065,3,17,2065,6,168,HadGEM2-CC,683529.68,8.5
2065,12,21,2066,3,82,ACCESS1-0,859395.4,8.5
2066,1,19,2066,4,111,CCSM4,620133.77,8.5
2066,1,20,2066,4,112,MIROC5,1307295.96,8.5
2066,1,21,2066,4,113,CanESM2,57394.69,8.5
2066,2,7,2066,5,130,HadGEM2-ES,239150.63,8.5
2066,2,12,2066,5,135,CMCC-CMS,502121.76,8.5
2066,2,19,2066,5,142,CESM1-BGC,803417.9,8.5
2066,3,14,2066,6,165,HadGEM2-CC,736289.27,8.5
2066,3,19,2066,6,170,CNRM-CM5,576486.08,8.5
2066,3,23,2066,6,174,GFDL-CM3,457830.82,8.5
2066,12,21,2067,3,82,CESM1-BGC,191266.57,8.5
2067,1,18,2067,4,110,HadGEM2-ES,79107.22,8.5
2067,1,22,2067,4,114,CanESM2,118728.72,8.5
2067,2,3,2067,5,126,CNRM-CM5,402281.44,8.5
2067,2,15,2067,5,138,CCSM4,475375.11,8.5
2067,2,24,2067,5,147,ACCESS1-0,100438.47,8.5
2067,3,27,2067,6,178,HadGEM2-CC,283121.28,8.5
2067,4,2,2067,7,184,GFDL-CM3,239728.15,8.5
2067,4,22,2067,7,204,CMCC-CMS,68508.14,8.5
2067,5,2,2067,8,214,MIROC5,309097.12,8.5
2068,11,23,2069,2,54,CNRM-CM5,550708.83,8.5
2068,12,24,2069,3,85,CMCC-CMS,663818.83,8.5
2069,1,3,2069,4,95,MIROC5,84948.88,8.5
2069,1,10,2069,4,102,ACCESS1-0,310344.4,8.5
2069,1,15,2069,4,107,CESM1-BGC,648427.56,8.5
2069,1,25,2069,4,117,CCSM4,241290.79,8.5
2069,2,3,2069,5,126,CanESM2,949595.84,8.5
2069,2,4,2069,5,127,GFDL-CM3,154808.45,8.5
2069,3,5,2069,6,156,HadGEM2-CC,206189.43,8.5
2069,4,16,2069,7,198,HadGEM2-ES,61102.59,8.5
2069,12,13,2070,3,74,HadGEM2-ES,171339.49,8.5
2069,12,30,2070,3,91,CMCC-CMS,339706.34,8.5
2070,1,4,2070,4,96,CCSM4,556021.9,8.5
2070,1,31,2070,4,123,GFDL-CM3,838363.8,8.5
2070,2,3,2070,5,126,CNRM-CM5,1505031.83,8.5
2070,2,4,2070,5,127,MIROC5,326470.94,8.5
2070,2,12,2070,5,135,HadGEM2-CC,862635.24,8.5
2070,2,13,2070,5,136,CESM1-BGC,884549.96,8.5
2070,2,23,2070,5,146,CanESM2,88362.01,8.5
2070,2,24,2070,5,147,ACCESS1-0,84352.2,8.5
2070,12,8,2071,3,69,CMCC-CMS,74014.96,8.5
2071,1,2,2071,4,94,CCSM4,434303.92,8.5
2071,1,6,2071,4,98,MIROC5,543426.84,8.5
2071,1,14,2071,4,106,CanESM2,1355159.61,8.5
2071,1,23,2071,4,115,CNRM-CM5,87003.23,8.5
2071,1,23,2071,4,115,HadGEM2-CC,152814.63,8.5
2071,2,4,2071,5,127,HadGEM2-ES,241350.35,8.5
2071,2,18,2071,5,141,CESM1-BGC,1208019.5,8.5
2071,3,10,2071,6,161,ACCESS1-0,103219.31,8.5
2071,4,2,2071,7,184,GFDL-CM3,527405.19,8.5
2072,12,13,2073,3,74,ACCESS1-0,293009.73,8.5
2073,1,5,2073,4,97,CNRM-CM5,658066.14,8.5
2073,2,12,2073,5,135,CCSM4,578659.9,8.5
2073,2,12,2073,5,135,CanESM2,1415442.3,8.5
2073,2,19,2073,5,142,GFDL-CM3,422957.3,8.5
2073,3,6,2073,6,157,CESM1-BGC,645498.7,8.5
2073,3,11,2073,6,162,HadGEM2-ES,142826.56,8.5
2073,3,29,2073,6,180,CMCC-CMS,167796.11,8.5
2073,4,3,2073,7,185,HadGEM2-CC,722006.84,8.5
2073,4,29,2073,7,211,MIROC5,165198.42,8.5
2073,12,7,2074,3,68,MIROC5,510504.4,8.5
2073,12,19,2074,3,80,HadGEM2-ES,860070.6,8.5
2074,1,12,2074,4,104,CNRM-CM5,852222.26,8.5
2074,1,27,2074,4,119,CCSM4,663588.88,8.5
2074,1,30,2074,4,122,CanESM2,1571485.62,8.5
2074,2,20,2074,5,143,GFDL-CM3,290233.68,8.5
2074,2,23,2074,5,146,HadGEM2-CC,780479.8,8.5
2074,3,5,2074,6,156,CESM1-BGC,151744.49,8.5
2074,4,26,2074,7,208,ACCESS1-0,99194.1,8.5
2074,9,28,2074,12,363,CMCC-CMS,112793.57,8.5
2074,11,26,2075,2,57,CNRM-CM5,1055150.56,8.5
2075,1,8,2075,4,100,HadGEM2-ES,173069,8.5
2075,2,2,2075,5,125,CMCC-CMS,1202049.56,8.5
2075,2,3,2075,5,126,CCSM4,323488.36,8.5
2075,2,15,2075,5,138,ACCESS1-0,144402.16,8.5
2075,2,20,2075,5,143,GFDL-CM3,84713.78,8.5
2075,3,2,2075,6,153,MIROC5,170332.64,8.5
2075,3,9,2075,6,160,CESM1-BGC,722562.65,8.5
2075,3,12,2075,6,163,CanESM2,117291.18,8.5
2075,4,2,2075,7,184,HadGEM2-CC,868321.27,8.5
2076,12,11,2077,3,72,ACCESS1-0,485971.83,8.5
2077,1,2,2077,4,94,GFDL-CM3,1012182.37,8.5
2077,1,15,2077,4,107,CMCC-CMS,661057.5,8.5
2077,1,28,2077,4,120,CNRM-CM5,910191.85,8.5
2077,1,29,2077,4,121,MIROC5,459386.66,8.5
2077,1,31,2077,4,123,CCSM4,1286049.46,8.5
2077,2,15,2077,5,138,HadGEM2-CC,395429.3,8.5
2077,2,18,2077,5,141,CanESM2,510613.46,8.5
2077,2,22,2077,5,145,HadGEM2-ES,1084736.84,8.5
2077,3,18,2077,6,169,CESM1-BGC,275762.1,8.5
2077,12,4,2078,3,65,CESM1-BGC,531639.59,8.5
2077,12,11,2078,3,72,ACCESS1-0,162193.7,8.5
2077,12,27,2078,3,88,HadGEM2-CC,727485,8.5
2078,1,8,2078,4,100,CCSM4,798407.07,8.5
2078,2,3,2078,5,126,CMCC-CMS,499315.7,8.5
2078,2,14,2078,5,137,CanESM2,426520.11,8.5
2078,2,17,2078,5,140,GFDL-CM3,111395.19,8.5
2078,2,27,2078,5,150,CNRM-CM5,623218.49,8.5
2078,3,6,2078,6,157,HadGEM2-ES,508409.1,8.5
2078,3,13,2078,6,164,MIROC5,98838.46,8.5
2079,1,4,2079,4,96,GFDL-CM3,548036.95,8.5
2079,1,19,2079,4,111,CanESM2,1228426.21,8.5
2079,1,21,2079,4,113,CNRM-CM5,1341563.78,8.5
2079,2,7,2079,5,130,HadGEM2-ES,308205.12,8.5
2079,2,15,2079,5,138,HadGEM2-CC,87342.46,8.5
2079,2,17,2079,5,140,CMCC-CMS,471010.3,8.5
2079,3,19,2079,6,170,CESM1-BGC,471703.76,8.5
2079,4,4,2079,7,186,MIROC5,220074.08,8.5
2079,4,9,2079,7,191,ACCESS1-0,92922.23,8.5
2079,4,14,2079,7,196,CCSM4,358787.14,8.5
2080,11,26,2081,2,57,CMCC-CMS,200245.3,8.5
2080,12,11,2081,3,72,ACCESS1-0,773441.85,8.5
2081,1,5,2081,4,97,CESM1-BGC,784672.95,8.5
2081,1,21,2081,4,113,MIROC5,90276.12,8.5
2081,2,3,2081,5,126,CCSM4,1242422.82,8.5
2081,2,7,2081,5,130,CanESM2,65065.32,8.5
2081,2,16,2081,5,139,CNRM-CM5,714458.34,8.5
2081,2,19,2081,5,142,HadGEM2-CC,1088626.7,8.5
2081,2,22,2081,5,145,HadGEM2-ES,1014790.54,8.5
2081,4,24,2081,7,206,GFDL-CM3,120518.37,8.5
2081,12,6,2082,3,67,MIROC5,628610.8,8.5
2082,1,3,2082,4,95,CESM1-BGC,142429.97,8.5
2082,1,18,2082,4,110,CanESM2,1793575.6,8.5
2082,2,3,2082,5,126,CNRM-CM5,584397.29,8.5
2082,2,23,2082,5,146,HadGEM2-CC,91136.85,8.5
2082,2,25,2082,5,148,GFDL-CM3,391158.21,8.5
2082,3,3,2082,6,154,ACCESS1-0,85466.58,8.5
2082,3,6,2082,6,157,CCSM4,423729.02,8.5
2082,3,9,2082,6,160,CMCC-CMS,355978.98,8.5
2082,4,7,2082,7,189,HadGEM2-ES,117832.61,8.5
2083,1,8,2083,4,100,MIROC5,766597,8.5
2083,1,13,2083,4,105,CNRM-CM5,66015.5,8.5
2083,1,16,2083,4,108,GFDL-CM3,588517.8,8.5
2083,1,21,2083,4,113,HadGEM2-CC,773910.39,8.5
2083,2,3,2083,5,126,CanESM2,1033068.24,8.5
2083,2,11,2083,5,134,CCSM4,89164.88,8.5
2083,2,14,2083,5,137,ACCESS1-0,473885.41,8.5
2083,2,26,2083,5,149,HadGEM2-ES,393944.09,8.5
2083,3,16,2083,6,167,CESM1-BGC,222733.48,8.5
2083,3,16,2083,6,167,CMCC-CMS,911750.25,8.5
2084,12,11,2085,3,72,CNRM-CM5,527414.03,8.5
2085,1,21,2085,4,113,CCSM4,388591.4,8.5
2085,1,22,2085,4,114,GFDL-CM3,799236.27,8.5
2085,1,25,2085,4,117,ACCESS1-0,247721.88,8.5
2085,1,25,2085,4,117,CanESM2,1334695.59,8.5
2085,1,27,2085,4,119,HadGEM2-CC,97606.37,8.5
2085,2,2,2085,5,125,CMCC-CMS,1198618.72,8.5
2085,2,13,2085,5,136,CESM1-BGC,932328.77,8.5
2085,3,3,2085,6,154,HadGEM2-ES,240790.11,8.5
2085,3,26,2085,6,177,MIROC5,213593.38,8.5
2085,12,16,2086,3,77,ACCESS1-0,483160.69,8.5
2086,1,24,2086,4,116,CNRM-CM5,948971.87,8.5
2086,1,27,2086,4,119,CanESM2,1733174.83,8.5
2086,1,28,2086,4,120,MIROC5,500869,8.5
2086,2,1,2086,5,124,GFDL-CM3,73602.46,8.5
2086,2,3,2086,5,126,CESM1-BGC,435650.55,8.5
2086,2,12,2086,5,135,HadGEM2-CC,667864.83,8.5
2086,2,21,2086,5,144,HadGEM2-ES,681886.52,8.5
2086,3,2,2086,6,153,CMCC-CMS,476064.72,8.5
2086,3,20,2086,6,171,CCSM4,406239.87,8.5
2087,1,7,2087,4,99,HadGEM2-CC,191473.5,8.5
2087,1,17,2087,4,109,CMCC-CMS,922250.39,8.5
2087,1,28,2087,4,120,CNRM-CM5,1549588.2,8.5
2087,2,10,2087,5,133,CanESM2,477149.18,8.5
2087,2,10,2087,5,133,HadGEM2-ES,497465.57,8.5
2087,2,16,2087,5,139,ACCESS1-0,429941.72,8.5
2087,2,18,2087,5,141,CESM1-BGC,966912.43,8.5
2087,2,27,2087,5,150,CCSM4,450256.14,8.5
2087,3,22,2087,6,173,GFDL-CM3,404075.01,8.5
2087,6,24,2087,9,267,MIROC5,58236.67,8.5
2088,12,23,2089,3,84,CMCC-CMS,909632.93,8.5
2089,1,13,2089,4,105,ACCESS1-0,501469.41,8.5
2089,1,13,2089,4,105,CanESM2,1489618.69,8.5
2089,2,11,2089,5,134,CNRM-CM5,973515.09,8.5
2089,2,12,2089,5,135,GFDL-CM3,171906.58,8.5
2089,2,15,2089,5,138,CCSM4,75220.2,8.5
2089,2,18,2089,5,141,CESM1-BGC,972481.29,8.5
2089,2,23,2089,5,146,HadGEM2-ES,429200.04,8.5
2089,3,3,2089,6,154,HadGEM2-CC,347176.14,8.5
2089,3,10,2089,6,161,MIROC5,193355.83,8.5
2090,1,26,2090,4,118,CanESM2,1680211.52,8.5
2090,2,2,2090,5,125,ACCESS1-0,124055.97,8.5
2090,2,7,2090,5,130,CESM1-BGC,272925.42,8.5
2090,2,9,2090,5,132,CNRM-CM5,1026821.82,8.5
2090,2,23,2090,5,146,CMCC-CMS,127627.27,8.5
2090,2,25,2090,5,148,GFDL-CM3,183998.63,8.5
2090,3,7,2090,6,158,CCSM4,71022.29,8.5
2090,3,8,2090,6,159,MIROC5,303656.03,8.5
2090,4,29,2090,7,211,HadGEM2-ES,188535.67,8.5
2090,7,1,2090,10,274,HadGEM2-CC,102750.56,8.5
2091,1,6,2091,4,98,HadGEM2-CC,983685.09,8.5
2091,1,7,2091,4,99,CMCC-CMS,296196.22,8.5
2091,1,8,2091,4,100,CCSM4,1244640.2,8.5
2091,1,20,2091,4,112,CESM1-BGC,983672.54,8.5
2091,2,1,2091,5,124,CNRM-CM5,1558459.25,8.5
2091,2,2,2091,5,125,MIROC5,411007.38,8.5
2091,2,9,2091,5,132,CanESM2,1002034.12,8.5
2091,2,18,2091,5,141,HadGEM2-ES,888589.03,8.5
2091,3,22,2091,6,173,GFDL-CM3,454556.19,8.5
2091,4,16,2091,7,198,ACCESS1-0,103150.53,8.5
2092,12,21,2093,3,82,HadGEM2-ES,274052.86,8.5
2093,1,1,2093,4,93,HadGEM2-CC,1160948.91,8.5
2093,1,9,2093,4,101,CCSM4,742357.78,8.5
2093,1,9,2093,4,101,CanESM2,1804943.98,8.5
2093,1,24,2093,4,116,CNRM-CM5,255229.28,8.5
2093,2,4,2093,5,127,GFDL-CM3,654910.88,8.5
2093,2,14,2093,5,137,ACCESS1-0,440080.5,8.5
2093,2,23,2093,5,146,MIROC5,127855.66,8.5
2093,2,25,2093,5,148,CESM1-BGC,870899.63,8.5
2093,3,9,2093,6,160,CMCC-CMS,722570.79,8.5
2093,12,3,2094,3,64,CCSM4,840964.48,8.5
2094,1,6,2094,4,98,GFDL-CM3,217206.58,8.5
2094,1,9,2094,4,101,CNRM-CM5,1564936.03,8.5
2094,1,26,2094,4,118,CanESM2,814208.8,8.5
2094,1,31,2094,4,123,HadGEM2-ES,517710.31,8.5
2094,2,5,2094,5,128,ACCESS1-0,365542.88,8.5
2094,2,9,2094,5,132,CESM1-BGC,367425.15,8.5
2094,2,26,2094,5,149,HadGEM2-CC,323217.03,8.5
2094,3,1,2094,6,152,CMCC-CMS,497661.07,8.5
2094,3,3,2094,6,154,MIROC5,78416.4,8.5
2094,11,26,2095,2,57,MIROC5,588731.36,8.5
2094,11,27,2095,2,58,ACCESS1-0,158689.04,8.5
2095,1,16,2095,4,108,CanESM2,1819996.75,8.5
2095,1,18,2095,4,110,CNRM-CM5,1043469.38,8.5
2095,1,20,2095,4,112,GFDL-CM3,684785.1,8.5
2095,2,2,2095,5,125,HadGEM2-ES,585970.68,8.5
2095,2,10,2095,5,133,CESM1-BGC,886544.47,8.5
2095,3,3,2095,6,154,HadGEM2-CC,514562.93,8.5
2095,3,11,2095,6,162,CMCC-CMS,944445.32,8.5
2095,3,17,2095,6,168,CCSM4,454693.56,8.5
2096,12,28,2097,3,89,GFDL-CM3,263077.89,8.5
2097,1,6,2097,4,98,CCSM4,1201484.42,8.5
2097,1,14,2097,4,106,CESM1-BGC,903709.99,8.5
2097,1,25,2097,4,117,MIROC5,1310118.76,8.5
2097,2,7,2097,5,130,CanESM2,1066513.84,8.5
2097,2,25,2097,5,148,HadGEM2-ES,159296.17,8.5
2097,3,2,2097,6,153,CNRM-CM5,287461.7,8.5
2097,3,6,2097,6,157,HadGEM2-CC,365221.93,8.5
2097,3,7,2097,6,158,CMCC-CMS,184060.36,8.5
2097,3,15,2097,6,166,ACCESS1-0,615249.84,8.5
2097,12,30,2098,3,91,CNRM-CM5,1195324.52,8.5
2098,1,22,2098,4,114,HadGEM2-CC,1482127.38,8.5
2098,1,23,2098,4,115,CESM1-BGC,920435.46,8.5
2098,1,30,2098,4,122,CMCC-CMS,419483.76,8.5
