water_year,water_month,rep,flow,model,rcp,water_day,scenario
2092,7,5,56553.68,ACCESS1-0,4.5,187,RCP 4.5 2085
2093,4,10,176524.56,ACCESS1-0,4.5,100,RCP 4.5 2085
2094,2,5,179075.32,ACCESS1-0,4.5,58,RCP 4.5 2085
2094,6,5,210420.57,ACCESS1-0,4.5,170,RCP 4.5 2085
2095,4,10,357036.12,ACCESS1-0,4.5,104,RCP 4.5 2085
2096,6,2,121866.94,ACCESS1-0,4.5,156,RCP 4.5 2085
2096,6,8,140462.95,ACCESS1-0,4.5,160,RCP 4.5 2085
2097,6,3,74426.62,ACCESS1-0,4.5,170,RCP 4.5 2085
2097,7,7,77121.75,ACCESS1-0,4.5,185,RCP 4.5 2085
2098,5,5,34143.1,ACCESS1-0,4.5,132,RCP 4.5 2085
2098,6,5,37176.03,ACCESS1-0,4.5,175,RCP 4.5 2085
2099,4,3,54312.25,ACCESS1-0,4.5,119,RCP 4.5 2085
2099,5,4,59463.37,ACCESS1-0,4.5,127,RCP 4.5 2085
2099,6,3,56205.71,ACCESS1-0,4.5,165,RCP 4.5 2085
2070,5,2,142199.8,CCSM4,4.5,139,RCP 4.5 2085
2070,5,8,248016.92,CCSM4,4.5,144,RCP 4.5 2085
2071,4,7,269600.19,CCSM4,4.5,107,RCP 4.5 2085
2071,5,3,190327.48,CCSM4,4.5,141,RCP 4.5 2085
2072,4,4,31037.12,CCSM4,4.5,95,RCP 4.5 2085
2072,6,6,35809.04,CCSM4,4.5,155,RCP 4.5 2085
2073,4,10,334215.58,CCSM4,4.5,123,RCP 4.5 2085
2073,5,10,304185.61,CCSM4,4.5,124,RCP 4.5 2085
2074,3,1,78118.98,CCSM4,4.5,66,RCP 4.5 2085
2074,5,8,93731.72,CCSM4,4.5,138,RCP 4.5 2085
2075,5,5,219178.95,CCSM4,4.5,138,RCP 4.5 2085
2075,6,5,238418.8,CCSM4,4.5,161,RCP 4.5 2085
2076,5,4,78423.85,CCSM4,4.5,128,RCP 4.5 2085
2076,6,6,80765.1,CCSM4,4.5,162,RCP 4.5 2085
2077,4,4,438043.46,CCSM4,4.5,105,RCP 4.5 2085
2077,5,6,415268.39,CCSM4,4.5,145,RCP 4.5 2085
2078,3,3,30113.17,CCSM4,4.5,64,RCP 4.5 2085
2078,4,7,25203.85,CCSM4,4.5,101,RCP 4.5 2085
2079,3,4,101722.58,CCSM4,4.5,90,RCP 4.5 2085
2079,4,4,57115.92,CCSM4,4.5,93,RCP 4.5 2085
2079,6,1,58605.31,CCSM4,4.5,172,RCP 4.5 2085
2079,6,5,72948.37,CCSM4,4.5,178,RCP 4.5 2085
2080,3,4,172000.87,CCSM4,4.5,79,RCP 4.5 2085
2080,4,6,237502.27,CCSM4,4.5,108,RCP 4.5 2085
2081,5,10,275368.31,CCSM4,4.5,137,RCP 4.5 2085
2082,4,10,130594.11,CCSM4,4.5,123,RCP 4.5 2085
2082,5,10,164669.45,CCSM4,4.5,125,RCP 4.5 2085
2083,4,1,218232.79,CCSM4,4.5,119,RCP 4.5 2085
2083,6,8,326223.67,CCSM4,4.5,156,RCP 4.5 2085
2084,6,1,118833.72,CCSM4,4.5,176,RCP 4.5 2085
2084,6,4,132352.58,CCSM4,4.5,153,RCP 4.5 2085
2084,6,5,141319.8,CCSM4,4.5,166,RCP 4.5 2085
2085,5,10,483575.6,CCSM4,4.5,146,RCP 4.5 2085
2086,6,1,22108.37,CCSM4,4.5,165,RCP 4.5 2085
2086,6,9,23438.39,CCSM4,4.5,171,RCP 4.5 2085
2087,4,5,66301.37,CCSM4,4.5,111,RCP 4.5 2085
2088,6,10,383502.33,CCSM4,4.5,163,RCP 4.5 2085
2089,6,2,151225.29,CCSM4,4.5,157,RCP 4.5 2085
2089,6,8,189598.01,CCSM4,4.5,173,RCP 4.5 2085
2090,5,2,58307.2,CCSM4,4.5,139,RCP 4.5 2085
2090,5,8,83236.31,CCSM4,4.5,148,RCP 4.5 2085
2091,4,10,42307.45,CCSM4,4.5,114,RCP 4.5 2085
2092,4,3,194273.03,CCSM4,4.5,104,RCP 4.5 2085
2092,5,6,240228.59,CCSM4,4.5,140,RCP 4.5 2085
2092,7,1,173554.88,CCSM4,4.5,185,RCP 4.5 2085
2093,5,10,287205.51,CCSM4,4.5,130,RCP 4.5 2085
2094,5,2,158694.84,CCSM4,4.5,124,RCP 4.5 2085
2094,5,8,264981.52,CCSM4,4.5,138,RCP 4.5 2085
2095,5,2,236925.29,CCSM4,4.5,134,RCP 4.5 2085
2095,5,8,296692.24,CCSM4,4.5,127,RCP 4.5 2085
2096,5,10,397544.93,CCSM4,4.5,149,RCP 4.5 2085
2096,6,10,244344.14,CCSM4,4.5,153,RCP 4.5 2085
2097,8,10,26992.26,CCSM4,4.5,225,RCP 4.5 2085
2098,4,10,379143.96,CCSM4,4.5,105,RCP 4.5 2085
2099,4,1,129069.19,CCSM4,4.5,118,RCP 4.5 2085
2099,6,9,174275.37,CCSM4,4.5,157,RCP 4.5 2085
2070,6,10,256122.85,CESM1,4.5,171,RCP 4.5 2085
2071,6,6,101862.08,CESM1,4.5,162,RCP 4.5 2085
2071,7,2,96160.85,CESM1,4.5,186,RCP 4.5 2085
2071,9,2,86553.84,CESM1,4.5,245,RCP 4.5 2085
2072,5,10,80220.92,CESM1,4.5,142,RCP 4.5 2085
2073,7,2,33299.96,CESM1,4.5,186,RCP 4.5 2085
2073,7,8,42284.02,CESM1,4.5,194,RCP 4.5 2085
2074,4,4,223985.16,CESM1,4.5,121,RCP 4.5 2085
2074,6,6,270088.43,CESM1,4.5,154,RCP 4.5 2085
2075,5,5,252289.37,CESM1,4.5,141,RCP 4.5 2085
2075,6,5,213118.74,CESM1,4.5,158,RCP 4.5 2085
2076,4,3,44687.85,CESM1,4.5,106,RCP 4.5 2085
2076,4,17,58523.72,CESM1,4.5,116,RCP 4.5 2085
2077,4,17,312302.24,CESM1,4.5,121,RCP 4.5 2085
2077,5,17,286599.32,CESM1,4.5,124,RCP 4.5 2085
2078,4,3,323489.49,CESM1,4.5,122,RCP 4.5 2085
2078,5,6,364974.64,CESM1,4.5,144,RCP 4.5 2085
2078,6,1,272958.78,CESM1,4.5,157,RCP 4.5 2085
2079,5,3,49270.56,CESM1,4.5,148,RCP 4.5 2085
2079,6,2,45421.61,CESM1,4.5,152,RCP 4.5 2085
2079,12,5,57392.34,CESM1,4.5,362,RCP 4.5 2085
2080,6,5,203653.07,CESM1,4.5,177,RCP 4.5 2085
2080,7,5,192470.95,CESM1,4.5,187,RCP 4.5 2085
2081,6,10,208325.23,CESM1,4.5,154,RCP 4.5 2085
2082,4,1,268201.04,CESM1,4.5,115,RCP 4.5 2085
2082,4,9,364729.56,CESM1,4.5,106,RCP 4.5 2085
2083,4,10,561317.63,CESM1,4.5,109,RCP 4.5 2085
2084,4,3,302117.18,CESM1,4.5,115,RCP 4.5 2085
2084,4,4,299492.43,CESM1,4.5,106,RCP 4.5 2085
2084,5,3,306758.04,CESM1,4.5,125,RCP 4.5 2085
2085,4,10,140733.3,CESM1,4.5,123,RCP 4.5 2085
2085,5,10,160896.06,CESM1,4.5,124,RCP 4.5 2085
2086,3,4,276344.88,CESM1,4.5,69,RCP 4.5 2085
2086,5,6,331970.09,CESM1,4.5,151,RCP 4.5 2085
2086,6,6,309818.5,CESM1,4.5,152,RCP 4.5 2085
2087,4,3,168517.78,CESM1,4.5,110,RCP 4.5 2085
2087,6,7,224712.01,CESM1,4.5,154,RCP 4.5 2085
2088,6,10,111731.16,CESM1,4.5,166,RCP 4.5 2085
2089,4,10,79609.45,CESM1,4.5,112,RCP 4.5 2085
2090,5,7,52955.69,CESM1,4.5,126,RCP 4.5 2085
2090,6,2,48535.52,CESM1,4.5,152,RCP 4.5 2085
2090,7,1,51876.54,CESM1,4.5,187,RCP 4.5 2085
2091,4,7,445144.34,CESM1,4.5,111,RCP 4.5 2085
2091,5,3,369481.07,CESM1,4.5,124,RCP 4.5 2085
2092,4,10,706852.36,CESM1,4.5,110,RCP 4.5 2085
2093,4,8,407356.55,CESM1,4.5,111,RCP 4.5 2085
2093,5,2,348956.13,CESM1,4.5,130,RCP 4.5 2085
2094,2,3,33443.59,CESM1,4.5,35,RCP 4.5 2085
2094,5,4,37737.17,CESM1,4.5,136,RCP 4.5 2085
2095,8,3,134878.81,CESM1,4.5,217,RCP 4.5 2085
2095,8,7,134957.24,CESM1,4.5,243,RCP 4.5 2085
2095,9,7,153760.23,CESM1,4.5,245,RCP 4.5 2085
2096,4,9,420721.7,CESM1,4.5,123,RCP 4.5 2085
2096,5,1,280068.36,CESM1,4.5,132,RCP 4.5 2085
2096,5,9,413999.42,CESM1,4.5,124,RCP 4.5 2085
2097,3,3,33774.47,CESM1,4.5,89,RCP 4.5 2085
2097,6,7,32102.66,CESM1,4.5,163,RCP 4.5 2085
2098,6,8,54642.36,CESM1,4.5,167,RCP 4.5 2085
2098,8,2,51496.43,CESM1,4.5,220,RCP 4.5 2085
2099,6,3,67394.5,CESM1,4.5,170,RCP 4.5 2085
2099,6,7,112563.31,CESM1,4.5,176,RCP 4.5 2085
2070,5,4,203548.99,CMCC,4.5,138,RCP 4.5 2085
2070,6,2,216914.72,CMCC,4.5,182,RCP 4.5 2085
2070,7,4,203111.07,CMCC,4.5,184,RCP 4.5 2085
2071,3,3,45539.06,CMCC,4.5,66,RCP 4.5 2085
2071,4,2,44212.91,CMCC,4.5,97,RCP 4.5 2085
2071,4,5,48433.14,CMCC,4.5,100,RCP 4.5 2085
2072,3,5,336950.47,CMCC,4.5,75,RCP 4.5 2085
2072,4,5,246473.93,CMCC,4.5,123,RCP 4.5 2085
2072,5,5,278995.45,CMCC,4.5,124,RCP 4.5 2085
2073,6,10,630060.99,CMCC,4.5,166,RCP 4.5 2085
2074,4,6,280449.09,CMCC,4.5,115,RCP 4.5 2085
2074,5,4,183681.7,CMCC,4.5,134,RCP 4.5 2085
2075,4,5,212408.56,CMCC,4.5,106,RCP 4.5 2085
2075,5,5,242689.29,CMCC,4.5,143,RCP 4.5 2085
2076,6,4,136914.4,CMCC,4.5,183,RCP 4.5 2085
2076,6,6,146197.6,CMCC,4.5,173,RCP 4.5 2085
2077,3,10,161195.9,CMCC,4.5,63,RCP 4.5 2085
2078,3,4,87407.85,CMCC,4.5,88,RCP 4.5 2085
2078,7,6,95836.17,CMCC,4.5,185,RCP 4.5 2085
2079,4,4,223791.8,CMCC,4.5,101,RCP 4.5 2085
2079,4,6,214249.1,CMCC,4.5,108,RCP 4.5 2085
2080,3,7,52369.39,CMCC,4.5,75,RCP 4.5 2085
2080,4,1,38246.94,CMCC,4.5,116,RCP 4.5 2085
2080,4,2,43302.96,CMCC,4.5,103,RCP 4.5 2085
2081,5,2,54005.74,CMCC,4.5,136,RCP 4.5 2085
2081,5,4,54348.21,CMCC,4.5,141,RCP 4.5 2085
2081,7,4,54652.05,CMCC,4.5,209,RCP 4.5 2085
2082,6,1,242157.21,CMCC,4.5,159,RCP 4.5 2085
2082,6,3,252795.99,CMCC,4.5,166,RCP 4.5 2085
2082,6,6,287096.2,CMCC,4.5,153,RCP 4.5 2085
2083,6,10,129552.33,CMCC,4.5,180,RCP 4.5 2085
2083,7,10,109203,CMCC,4.5,183,RCP 4.5 2085
2084,4,10,116549.31,CMCC,4.5,123,RCP 4.5 2085
2084,5,10,232601.19,CMCC,4.5,126,RCP 4.5 2085
2085,3,4,27648.03,CMCC,4.5,68,RCP 4.5 2085
2085,4,6,27061.34,CMCC,4.5,111,RCP 4.5 2085
2086,5,4,153232.67,CMCC,4.5,134,RCP 4.5 2085
2086,6,1,128422.46,CMCC,4.5,167,RCP 4.5 2085
2086,6,5,139552.37,CMCC,4.5,163,RCP 4.5 2085
2087,4,1,208852.75,CMCC,4.5,119,RCP 4.5 2085
2087,4,3,214654.66,CMCC,4.5,112,RCP 4.5 2085
2087,4,6,269527.47,CMCC,4.5,105,RCP 4.5 2085
2088,5,1,100423.05,CMCC,4.5,146,RCP 4.5 2085
2088,6,5,102981.92,CMCC,4.5,156,RCP 4.5 2085
2088,11,4,181178.51,CMCC,4.5,322,RCP 4.5 2085
2089,5,5,227551.25,CMCC,4.5,144,RCP 4.5 2085
2089,8,5,258585.56,CMCC,4.5,226,RCP 4.5 2085
2090,3,10,301200.06,CMCC,4.5,68,RCP 4.5 2085
2091,4,5,242442.4,CMCC,4.5,107,RCP 4.5 2085
2091,5,5,236309.41,CMCC,4.5,145,RCP 4.5 2085
2092,4,10,151846.73,CMCC,4.5,118,RCP 4.5 2085
2093,7,1,26495.07,CMCC,4.5,200,RCP 4.5 2085
2093,7,9,40762.56,CMCC,4.5,184,RCP 4.5 2085
2094,4,6,351845.15,CMCC,4.5,106,RCP 4.5 2085
2094,6,4,327278.42,CMCC,4.5,163,RCP 4.5 2085
2095,4,7,384407.49,CMCC,4.5,123,RCP 4.5 2085
2095,5,7,473554.31,CMCC,4.5,124,RCP 4.5 2085
2095,6,3,288219.91,CMCC,4.5,153,RCP 4.5 2085
2096,6,2,70525.88,CMCC,4.5,167,RCP 4.5 2085
2096,7,8,93606.52,CMCC,4.5,186,RCP 4.5 2085
2097,5,1,222547.6,CMCC,4.5,125,RCP 4.5 2085
2097,5,9,278926.98,CMCC,4.5,132,RCP 4.5 2085
2098,4,4,301382.63,CMCC,4.5,116,RCP 4.5 2085
2098,5,6,380273.9,CMCC,4.5,125,RCP 4.5 2085
2099,4,4,136681.67,CMCC,4.5,123,RCP 4.5 2085
2099,5,3,155276.57,CMCC,4.5,137,RCP 4.5 2085
2099,5,4,150590.12,CMCC,4.5,124,RCP 4.5 2085
2070,5,1,299497.37,CNRM,4.5,141,RCP 4.5 2085
2070,5,3,336779.31,CNRM,4.5,139,RCP 4.5 2085
2070,5,6,357322.34,CNRM,4.5,127,RCP 4.5 2085
2071,3,10,172480.29,CNRM,4.5,92,RCP 4.5 2085
2071,4,10,125025.57,CNRM,4.5,93,RCP 4.5 2085
2072,4,3,56932.21,CNRM,4.5,117,RCP 4.5 2085
2072,6,7,44518.81,CNRM,4.5,183,RCP 4.5 2085
2072,7,7,52577.08,CNRM,4.5,186,RCP 4.5 2085
2073,4,1,338978.57,CNRM,4.5,114,RCP 4.5 2085
2073,4,9,758274.55,CNRM,4.5,95,RCP 4.5 2085
2074,5,10,328071.08,CNRM,4.5,130,RCP 4.5 2085
2075,5,10,185961.46,CNRM,4.5,130,RCP 4.5 2085
2076,3,4,228162.6,CNRM,4.5,88,RCP 4.5 2085
2076,4,1,157424.97,CNRM,4.5,93,RCP 4.5 2085
2076,6,5,189476.31,CNRM,4.5,172,RCP 4.5 2085
2077,5,7,597084.83,CNRM,4.5,141,RCP 4.5 2085
2077,6,3,336022.78,CNRM,4.5,157,RCP 4.5 2085
2078,5,10,617690.18,CNRM,4.5,129,RCP 4.5 2085
2079,3,10,226645.54,CNRM,4.5,92,RCP 4.5 2085
2079,4,10,365938.18,CNRM,4.5,95,RCP 4.5 2085
2080,3,4,292289.11,CNRM,4.5,88,RCP 4.5 2085
2080,5,6,348894.86,CNRM,4.5,138,RCP 4.5 2085
2081,6,3,65708.88,CNRM,4.5,163,RCP 4.5 2085
2081,6,4,60085.12,CNRM,4.5,156,RCP 4.5 2085
2082,5,10,591964.31,CNRM,4.5,146,RCP 4.5 2085
2082,6,10,227100.9,CNRM,4.5,152,RCP 4.5 2085
2083,4,4,292220.41,CNRM,4.5,115,RCP 4.5 2085
2083,5,6,315594.53,CNRM,4.5,134,RCP 4.5 2085
2084,4,5,601122.29,CNRM,4.5,108,RCP 4.5 2085
2084,6,5,537859.33,CNRM,4.5,159,RCP 4.5 2085
2085,5,10,383068.21,CNRM,4.5,151,RCP 4.5 2085
2085,6,10,329817.05,CNRM,4.5,152,RCP 4.5 2085
2086,5,6,275680.72,CNRM,4.5,141,RCP 4.5 2085
2086,6,4,240608.69,CNRM,4.5,167,RCP 4.5 2085
2087,6,10,252698.41,CNRM,4.5,173,RCP 4.5 2085
2088,4,1,246978.94,CNRM,4.5,94,RCP 4.5 2085
2088,4,9,313656.1,CNRM,4.5,114,RCP 4.5 2085
2089,4,2,187048.39,CNRM,4.5,120,RCP 4.5 2085
2089,5,8,291188.99,CNRM,4.5,143,RCP 4.5 2085
2090,5,10,341012.72,CNRM,4.5,133,RCP 4.5 2085
2091,6,8,152954.29,CNRM,4.5,176,RCP 4.5 2085
2091,7,2,94118.74,CNRM,4.5,203,RCP 4.5 2085
2092,5,6,200061.15,CNRM,4.5,137,RCP 4.5 2085
2092,7,4,219793.13,CNRM,4.5,197,RCP 4.5 2085
2093,5,4,142654.03,CNRM,4.5,125,RCP 4.5 2085
2093,5,6,160860.21,CNRM,4.5,150,RCP 4.5 2085
2093,6,6,132118.03,CNRM,4.5,152,RCP 4.5 2085
2094,5,7,125162.37,CNRM,4.5,139,RCP 4.5 2085
2094,6,3,93398.51,CNRM,4.5,153,RCP 4.5 2085
2095,4,3,362265.63,CNRM,4.5,108,RCP 4.5 2085
2095,5,7,465517.41,CNRM,4.5,139,RCP 4.5 2085
2096,3,6,314241.51,CNRM,4.5,74,RCP 4.5 2085
2096,4,4,357327.2,CNRM,4.5,118,RCP 4.5 2085
2097,6,7,307704.09,CNRM,4.5,163,RCP 4.5 2085
2097,7,3,196475.28,CNRM,4.5,194,RCP 4.5 2085
2098,5,7,331562.25,CNRM,4.5,138,RCP 4.5 2085
2098,6,3,366090.87,CNRM,4.5,155,RCP 4.5 2085
2099,3,3,85456.42,CNRM,4.5,92,RCP 4.5 2085
2099,4,2,85591.47,CNRM,4.5,107,RCP 4.5 2085
2099,4,3,101301.48,CNRM,4.5,93,RCP 4.5 2085
2099,6,5,117162.24,CNRM,4.5,177,RCP 4.5 2085
2070,5,3,117053.73,CanESM2,4.5,146,RCP 4.5 2085
2070,7,2,102292.75,CanESM2,4.5,193,RCP 4.5 2085
2070,7,5,153722.67,CanESM2,4.5,198,RCP 4.5 2085
2071,6,10,372873.96,CanESM2,4.5,159,RCP 4.5 2085
2072,7,1,31974.32,CanESM2,4.5,203,RCP 4.5 2085
2072,8,6,49196.07,CanESM2,4.5,221,RCP 4.5 2085
2072,12,3,35558.69,CanESM2,4.5,339,RCP 4.5 2085
2073,5,4,82847.03,CanESM2,4.5,126,RCP 4.5 2085
2073,6,6,101543,CanESM2,4.5,167,RCP 4.5 2085
2074,5,10,117873.83,CanESM2,4.5,151,RCP 4.5 2085
2074,6,10,248719.95,CanESM2,4.5,153,RCP 4.5 2085
2075,5,6,267314.67,CanESM2,4.5,135,RCP 4.5 2085
2075,6,4,196459.13,CanESM2,4.5,154,RCP 4.5 2085
2076,5,8,261571.65,CanESM2,4.5,143,RCP 4.5 2085
2076,6,2,184033.87,CanESM2,4.5,154,RCP 4.5 2085
2077,4,12,605075.52,CanESM2,4.5,114,RCP 4.5 2085
2078,4,12,76077.89,CanESM2,4.5,121,RCP 4.5 2085
2078,6,8,92996.3,CanESM2,4.5,158,RCP 4.5 2085
2079,3,2,214205.93,CanESM2,4.5,88,RCP 4.5 2085
2079,5,3,221405.24,CanESM2,4.5,132,RCP 4.5 2085
2079,6,5,313908.73,CanESM2,4.5,160,RCP 4.5 2085
2080,5,1,291983.6,CanESM2,4.5,128,RCP 4.5 2085
2080,6,1,288321.86,CanESM2,4.5,173,RCP 4.5 2085
2080,6,8,415993.67,CanESM2,4.5,163,RCP 4.5 2085
2081,4,1,422653.01,CanESM2,4.5,113,RCP 4.5 2085
2081,4,4,588855.02,CanESM2,4.5,109,RCP 4.5 2085
2081,5,5,560234.92,CanESM2,4.5,146,RCP 4.5 2085
2082,4,10,133765.56,CanESM2,4.5,99,RCP 4.5 2085
2083,6,4,116354.48,CanESM2,4.5,180,RCP 4.5 2085
2083,6,6,139910.63,CanESM2,4.5,152,RCP 4.5 2085
2084,4,1,296602.35,CanESM2,4.5,123,RCP 4.5 2085
2084,5,9,390830.85,CanESM2,4.5,129,RCP 4.5 2085
2085,2,2,198932.75,CanESM2,4.5,54,RCP 4.5 2085
2085,4,4,227064.44,CanESM2,4.5,100,RCP 4.5 2085
2085,5,4,200447.28,CanESM2,4.5,138,RCP 4.5 2085
2086,4,4,382264.32,CanESM2,4.5,111,RCP 4.5 2085
2086,6,6,630653.36,CanESM2,4.5,159,RCP 4.5 2085
2087,4,8,57538.58,CanESM2,4.5,107,RCP 4.5 2085
2087,6,2,52534.53,CanESM2,4.5,173,RCP 4.5 2085
2088,4,4,330377.77,CanESM2,4.5,121,RCP 4.5 2085
2088,5,6,311201.13,CanESM2,4.5,143,RCP 4.5 2085
2089,5,3,232532.46,CanESM2,4.5,130,RCP 4.5 2085
2089,5,7,368228.21,CanESM2,4.5,144,RCP 4.5 2085
2090,5,2,189471.33,CanESM2,4.5,131,RCP 4.5 2085
2090,5,7,317980.74,CanESM2,4.5,146,RCP 4.5 2085
2090,6,1,194131.1,CanESM2,4.5,152,RCP 4.5 2085
2091,8,3,29330.3,CanESM2,4.5,220,RCP 4.5 2085
2091,9,1,22684.68,CanESM2,4.5,256,RCP 4.5 2085
2091,9,5,22974.88,CanESM2,4.5,260,RCP 4.5 2085
2092,4,2,40797.34,CanESM2,4.5,105,RCP 4.5 2085
2092,4,3,40235.91,CanESM2,4.5,113,RCP 4.5 2085
2093,5,1,297127.97,CanESM2,4.5,146,RCP 4.5 2085
2093,5,9,417316.32,CanESM2,4.5,136,RCP 4.5 2085
2094,4,10,511609.75,CanESM2,4.5,103,RCP 4.5 2085
2095,4,10,354015.86,CanESM2,4.5,106,RCP 4.5 2085
2096,5,10,48862.09,CanESM2,4.5,152,RCP 4.5 2085
2096,6,10,65024.61,CanESM2,4.5,155,RCP 4.5 2085
2097,5,2,263471.92,CanESM2,4.5,151,RCP 4.5 2085
2097,6,6,252488.32,CanESM2,4.5,156,RCP 4.5 2085
2097,7,2,195311.11,CanESM2,4.5,184,RCP 4.5 2085
2098,4,2,318381.69,CanESM2,4.5,122,RCP 4.5 2085
2098,4,8,651043.54,CanESM2,4.5,102,RCP 4.5 2085
2099,3,1,242580.65,CanESM2,4.5,74,RCP 4.5 2085
2099,5,9,462620.33,CanESM2,4.5,147,RCP 4.5 2085
2099,6,9,244821.77,CanESM2,4.5,152,RCP 4.5 2085
2070,5,4,75686.94,GFDL,4.5,127,RCP 4.5 2085
2070,6,1,72585.73,GFDL,4.5,182,RCP 4.5 2085
2070,7,5,72958.77,GFDL,4.5,185,RCP 4.5 2085
2071,4,10,75517.43,GFDL,4.5,116,RCP 4.5 2085
2072,3,2,29962.08,GFDL,4.5,81,RCP 4.5 2085
2072,3,5,35257.66,GFDL,4.5,89,RCP 4.5 2085
2072,6,1,29523.98,GFDL,4.5,182,RCP 4.5 2085
2072,7,2,29780.78,GFDL,4.5,184,RCP 4.5 2085
2073,4,2,160108.67,GFDL,4.5,117,RCP 4.5 2085
2073,4,8,234505.09,GFDL,4.5,94,RCP 4.5 2085
2074,3,9,255069.07,GFDL,4.5,92,RCP 4.5 2085
2074,4,9,187083.32,GFDL,4.5,93,RCP 4.5 2085
2074,5,1,139453.14,GFDL,4.5,127,RCP 4.5 2085
2075,4,10,225695.54,GFDL,4.5,96,RCP 4.5 2085
2076,6,10,131198.31,GFDL,4.5,175,RCP 4.5 2085
2077,6,10,269630.84,GFDL,4.5,158,RCP 4.5 2085
2078,7,10,114088.04,GFDL,4.5,185,RCP 4.5 2085
2079,5,4,125780.84,GFDL,4.5,134,RCP 4.5 2085
2079,5,6,147475.08,GFDL,4.5,124,RCP 4.5 2085
2080,6,10,74523,GFDL,4.5,183,RCP 4.5 2085
2080,7,10,109280.8,GFDL,4.5,185,RCP 4.5 2085
2081,4,10,68076.77,GFDL,4.5,103,RCP 4.5 2085
2082,5,8,114098.83,GFDL,4.5,124,RCP 4.5 2085
2082,8,2,93552.21,GFDL,4.5,216,RCP 4.5 2085
2083,5,7,270603.94,GFDL,4.5,128,RCP 4.5 2085
2083,6,1,221303.66,GFDL,4.5,166,RCP 4.5 2085
2083,6,2,220245.75,GFDL,4.5,177,RCP 4.5 2085
2084,4,1,43386.32,GFDL,4.5,114,RCP 4.5 2085
2084,4,9,150061.08,GFDL,4.5,119,RCP 4.5 2085
2084,5,9,48937.04,GFDL,4.5,124,RCP 4.5 2085
2085,4,10,176811.66,GFDL,4.5,123,RCP 4.5 2085
2085,5,10,266345.91,GFDL,4.5,126,RCP 4.5 2085
2086,5,1,94854.37,GFDL,4.5,125,RCP 4.5 2085
2086,5,4,94822.91,GFDL,4.5,136,RCP 4.5 2085
2086,7,5,99769.22,GFDL,4.5,206,RCP 4.5 2085
2087,4,20,275406.64,GFDL,4.5,118,RCP 4.5 2085
2087,5,20,119177.44,GFDL,4.5,124,RCP 4.5 2085
2088,5,20,323562.46,GFDL,4.5,128,RCP 4.5 2085
2089,4,2,31823,GFDL,4.5,122,RCP 4.5 2085
2089,5,2,29071.27,GFDL,4.5,135,RCP 4.5 2085
2089,7,6,39659.14,GFDL,4.5,190,RCP 4.5 2085
2090,6,10,141991.45,GFDL,4.5,165,RCP 4.5 2085
2091,4,1,145257.45,GFDL,4.5,101,RCP 4.5 2085
2091,5,3,149168.66,GFDL,4.5,129,RCP 4.5 2085
2091,6,6,168540.15,GFDL,4.5,161,RCP 4.5 2085
2092,4,4,164424.78,GFDL,4.5,118,RCP 4.5 2085
2092,5,6,173012.37,GFDL,4.5,141,RCP 4.5 2085
2093,3,5,245286.61,GFDL,4.5,89,RCP 4.5 2085
2093,6,1,147541.05,GFDL,4.5,175,RCP 4.5 2085
2093,6,4,157986.91,GFDL,4.5,165,RCP 4.5 2085
2094,4,2,271559.16,GFDL,4.5,103,RCP 4.5 2085
2094,4,8,349030.17,GFDL,4.5,110,RCP 4.5 2085
2095,3,8,272225.93,GFDL,4.5,64,RCP 4.5 2085
2095,6,2,170378.55,GFDL,4.5,161,RCP 4.5 2085
2096,4,7,343273.25,GFDL,4.5,109,RCP 4.5 2085
2096,6,3,206380.22,GFDL,4.5,170,RCP 4.5 2085
2097,5,10,242843.53,GFDL,4.5,136,RCP 4.5 2085
2098,4,10,231181.2,GFDL,4.5,115,RCP 4.5 2085
2099,5,6,175730.41,GFDL,4.5,130,RCP 4.5 2085
2099,6,1,115127.05,GFDL,4.5,155,RCP 4.5 2085
2099,6,3,119241.19,GFDL,4.5,157,RCP 4.5 2085
2070,3,6,362654.99,HadGEM2-CC,4.5,66,RCP 4.5 2085
2070,7,4,320762.61,HadGEM2-CC,4.5,185,RCP 4.5 2085
2071,4,9,276672.55,HadGEM2-CC,4.5,116,RCP 4.5 2085
2071,5,1,137481.17,HadGEM2-CC,4.5,134,RCP 4.5 2085
2072,5,9,33340.16,HadGEM2-CC,4.5,127,RCP 4.5 2085
2072,6,1,27807.73,HadGEM2-CC,4.5,183,RCP 4.5 2085
2073,5,10,270508.19,HadGEM2-CC,4.5,147,RCP 4.5 2085
2073,6,10,205262.38,HadGEM2-CC,4.5,153,RCP 4.5 2085
2074,6,6,179721.03,HadGEM2-CC,4.5,155,RCP 4.5 2085
2074,7,4,158391.11,HadGEM2-CC,4.5,185,RCP 4.5 2085
2075,3,3,52786.59,HadGEM2-CC,4.5,76,RCP 4.5 2085
2075,6,7,60143.64,HadGEM2-CC,4.5,155,RCP 4.5 2085
2076,7,10,256277.86,HadGEM2-CC,4.5,197,RCP 4.5 2085
2077,5,4,360236.08,HadGEM2-CC,4.5,143,RCP 4.5 2085
2077,6,6,391728.97,HadGEM2-CC,4.5,153,RCP 4.5 2085
2078,4,5,324384.4,HadGEM2-CC,4.5,116,RCP 4.5 2085
2078,5,5,267344.23,HadGEM2-CC,4.5,132,RCP 4.5 2085
2079,3,5,365420.92,HadGEM2-CC,4.5,76,RCP 4.5 2085
