water_year,water_month,rep,flow,model,rcp,water_day,scenario
2057,9,2,26102.85,CMCC,8.5,249,RCP 8.5 2050
2057,9,6,27184.35,CMCC,8.5,258,RCP 8.5 2050
2058,5,1,167953.11,CMCC,8.5,136,RCP 8.5 2050
2058,6,4,195247.86,CMCC,8.5,157,RCP 8.5 2050
2058,7,5,218351.01,CMCC,8.5,205,RCP 8.5 2050
2059,5,4,80023.07,CMCC,8.5,146,RCP 8.5 2050
2059,5,6,102141.27,CMCC,8.5,130,RCP 8.5 2050
2060,4,10,322542.63,CMCC,8.5,101,RCP 8.5 2050
2061,6,1,144931.34,CMCC,8.5,172,RCP 8.5 2050
2061,6,3,147520.28,CMCC,8.5,175,RCP 8.5 2050
2061,6,6,170102.06,CMCC,8.5,165,RCP 8.5 2050
2062,6,10,282088.08,CMCC,8.5,169,RCP 8.5 2050
2063,4,3,109362.9,CMCC,8.5,122,RCP 8.5 2050
2063,7,7,111078.61,CMCC,8.5,186,RCP 8.5 2050
2064,4,6,60217.43,CMCC,8.5,112,RCP 8.5 2050
2064,5,4,44905.88,CMCC,8.5,125,RCP 8.5 2050
2035,4,10,489632.3,CNRM,8.5,119,RCP 8.5 2050
2035,5,10,314385.35,CNRM,8.5,124,RCP 8.5 2050
2036,5,1,181021.58,CNRM,8.5,138,RCP 8.5 2050
2036,5,9,399984.08,CNRM,8.5,126,RCP 8.5 2050
2037,4,5,249159.03,CNRM,8.5,121,RCP 8.5 2050
2037,5,5,164510.85,CNRM,8.5,124,RCP 8.5 2050
2037,6,2,151868.89,CNRM,8.5,156,RCP 8.5 2050
2037,6,3,154688.93,CNRM,8.5,160,RCP 8.5 2050
2038,4,10,671284.31,CNRM,8.5,113,RCP 8.5 2050
2039,4,2,368901.04,CNRM,8.5,104,RCP 8.5 2050
2039,4,8,457301.12,CNRM,8.5,96,RCP 8.5 2050
2040,6,2,43985.73,CNRM,8.5,172,RCP 8.5 2050
2040,6,8,70067.11,CNRM,8.5,178,RCP 8.5 2050
2041,3,9,156893.63,CNRM,8.5,77,RCP 8.5 2050
2041,4,1,118762.61,CNRM,8.5,105,RCP 8.5 2050
2042,4,2,207709.82,CNRM,8.5,116,RCP 8.5 2050
2042,5,8,243988.85,CNRM,8.5,128,RCP 8.5 2050
2043,4,7,241864.66,CNRM,8.5,112,RCP 8.5 2050
2043,5,1,185179.84,CNRM,8.5,126,RCP 8.5 2050
2043,8,2,196380.72,CNRM,8.5,214,RCP 8.5 2050
2044,3,2,220915.42,CNRM,8.5,76,RCP 8.5 2050
2044,4,8,266490.83,CNRM,8.5,110,RCP 8.5 2050
2045,5,10,321902.19,CNRM,8.5,126,RCP 8.5 2050
2046,4,10,500033.69,CNRM,8.5,108,RCP 8.5 2050
2047,4,10,692608.93,CNRM,8.5,111,RCP 8.5 2050
2048,8,10,88919.26,CNRM,8.5,216,RCP 8.5 2050
2049,5,3,168874.19,CNRM,8.5,150,RCP 8.5 2050
2049,6,7,285243.91,CNRM,8.5,165,RCP 8.5 2050
2050,6,10,209259.28,CNRM,8.5,177,RCP 8.5 2050
2050,7,10,159695.89,CNRM,8.5,183,RCP 8.5 2050
2051,4,6,752748.31,CNRM,8.5,110,RCP 8.5 2050
2051,5,4,482211.69,CNRM,8.5,127,RCP 8.5 2050
2052,3,2,42564.04,CNRM,8.5,88,RCP 8.5 2050
2052,6,8,45248.95,CNRM,8.5,159,RCP 8.5 2050
2053,5,5,233651.02,CNRM,8.5,130,RCP 8.5 2050
2053,6,5,257979.69,CNRM,8.5,161,RCP 8.5 2050
2054,6,10,365607.11,CNRM,8.5,159,RCP 8.5 2050
2055,6,1,189644.72,CNRM,8.5,168,RCP 8.5 2050
2055,6,2,189640.55,CNRM,8.5,162,RCP 8.5 2050
2055,6,7,272306.28,CNRM,8.5,153,RCP 8.5 2050
2056,4,7,463751.2,CNRM,8.5,109,RCP 8.5 2050
2056,6,3,330047.88,CNRM,8.5,167,RCP 8.5 2050
2057,4,10,374580.3,CNRM,8.5,115,RCP 8.5 2050
2058,5,2,205225.59,CNRM,8.5,125,RCP 8.5 2050
2058,5,8,263559.34,CNRM,8.5,140,RCP 8.5 2050
2059,4,3,354673.4,CNRM,8.5,93,RCP 8.5 2050
2059,4,7,386080.51,CNRM,8.5,103,RCP 8.5 2050
2060,3,5,520118.44,CNRM,8.5,91,RCP 8.5 2050
2060,4,4,427564.44,CNRM,8.5,103,RCP 8.5 2050
2060,4,5,417437.7,CNRM,8.5,93,RCP 8.5 2050
2060,6,1,390537.92,CNRM,8.5,155,RCP 8.5 2050
2061,4,2,390138.76,CNRM,8.5,117,RCP 8.5 2050
2061,4,8,575764.03,CNRM,8.5,106,RCP 8.5 2050
2062,4,5,157793.6,CNRM,8.5,95,RCP 8.5 2050
2062,5,5,118382.25,CNRM,8.5,124,RCP 8.5 2050
2063,4,6,500696.36,CNRM,8.5,121,RCP 8.5 2050
2063,5,4,387038.94,CNRM,8.5,135,RCP 8.5 2050
2064,4,1,29417.02,CNRM,8.5,106,RCP 8.5 2050
2064,4,2,29642.56,CNRM,8.5,97,RCP 8.5 2050
2064,6,7,59689.59,CNRM,8.5,181,RCP 8.5 2050
2064,7,7,40417.64,CNRM,8.5,184,RCP 8.5 2050
2035,5,4,27696.69,CanESM2,8.5,149,RCP 8.5 2050
2035,8,6,24597.33,CanESM2,8.5,217,RCP 8.5 2050
2036,4,2,57342.73,CanESM2,8.5,115,RCP 8.5 2050
2036,4,8,74703.32,CanESM2,8.5,109,RCP 8.5 2050
2037,4,1,30770.97,CanESM2,8.5,123,RCP 8.5 2050
2037,5,9,49114.05,CanESM2,8.5,127,RCP 8.5 2050
2038,4,8,387595.74,CanESM2,8.5,121,RCP 8.5 2050
2038,5,2,158998.36,CanESM2,8.5,145,RCP 8.5 2050
2038,5,8,231703.47,CanESM2,8.5,124,RCP 8.5 2050
2039,2,3,182933.65,CanESM2,8.5,57,RCP 8.5 2050
2039,3,2,184431.75,CanESM2,8.5,82,RCP 8.5 2050
2039,4,5,199920.71,CanESM2,8.5,111,RCP 8.5 2050
2040,6,5,144717.54,CanESM2,8.5,155,RCP 8.5 2050
2041,5,3,217931.39,CanESM2,8.5,127,RCP 8.5 2050
2041,6,7,228986.43,CanESM2,8.5,157,RCP 8.5 2050
2042,6,1,140896.1,CanESM2,8.5,152,RCP 8.5 2050
2042,6,9,284143.05,CanESM2,8.5,166,RCP 8.5 2050
2043,3,10,104267.5,CanESM2,8.5,72,RCP 8.5 2050
2044,5,10,192910.47,CanESM2,8.5,142,RCP 8.5 2050
2045,6,4,143219.15,CanESM2,8.5,179,RCP 8.5 2050
2045,7,6,135231.46,CanESM2,8.5,190,RCP 8.5 2050
2046,4,10,388838.66,CanESM2,8.5,116,RCP 8.5 2050
2047,2,7,363830.99,CanESM2,8.5,56,RCP 8.5 2050
2047,6,3,206695.42,CanESM2,8.5,174,RCP 8.5 2050
2048,4,10,261303.7,CanESM2,8.5,116,RCP 8.5 2050
2049,4,10,576393.62,CanESM2,8.5,105,RCP 8.5 2050
2050,4,3,292083.01,CanESM2,8.5,122,RCP 8.5 2050
2050,5,7,295615.05,CanESM2,8.5,130,RCP 8.5 2050
2051,6,10,181474.19,CanESM2,8.5,164,RCP 8.5 2050
2052,5,10,305705.23,CanESM2,8.5,136,RCP 8.5 2050
2053,4,10,678527.83,CanESM2,8.5,110,RCP 8.5 2050
2054,5,10,83892.37,CanESM2,8.5,138,RCP 8.5 2050
2055,5,5,552599.76,CanESM2,8.5,126,RCP 8.5 2050
2055,6,5,402400.76,CanESM2,8.5,156,RCP 8.5 2050
2056,6,4,108044.77,CanESM2,8.5,171,RCP 8.5 2050
2056,6,6,140213.59,CanESM2,8.5,177,RCP 8.5 2050
2057,4,10,310413.6,CanESM2,8.5,123,RCP 8.5 2050
2057,5,10,531439.48,CanESM2,8.5,124,RCP 8.5 2050
2058,3,3,336114.47,CanESM2,8.5,90,RCP 8.5 2050
2058,4,7,454911.26,CanESM2,8.5,121,RCP 8.5 2050
2058,5,7,352178.58,CanESM2,8.5,124,RCP 8.5 2050
2059,4,5,446005.12,CanESM2,8.5,101,RCP 8.5 2050
2059,5,2,376871.92,CanESM2,8.5,126,RCP 8.5 2050
2059,6,3,384674.55,CanESM2,8.5,175,RCP 8.5 2050
2060,5,3,219435.49,CanESM2,8.5,125,RCP 8.5 2050
2060,6,3,179954.65,CanESM2,8.5,153,RCP 8.5 2050
2060,6,4,187847.92,CanESM2,8.5,161,RCP 8.5 2050
2061,3,1,312499.24,CanESM2,8.5,90,RCP 8.5 2050
2061,3,6,498169.73,CanESM2,8.5,69,RCP 8.5 2050
2061,4,3,338242.77,CanESM2,8.5,94,RCP 8.5 2050
2062,4,4,438041.83,CanESM2,8.5,119,RCP 8.5 2050
2062,5,6,412140.12,CanESM2,8.5,148,RCP 8.5 2050
2063,4,9,823021.8,CanESM2,8.5,117,RCP 8.5 2050
2063,5,1,355120.75,CanESM2,8.5,128,RCP 8.5 2050
2064,4,10,702553.96,CanESM2,8.5,119,RCP 8.5 2050
2064,5,10,408984.52,CanESM2,8.5,124,RCP 8.5 2050
2035,5,1,149550.73,GFDL,8.5,130,RCP 8.5 2050
2035,6,9,233317.61,GFDL,8.5,180,RCP 8.5 2050
2035,7,9,176861.96,GFDL,8.5,183,RCP 8.5 2050
2036,7,10,272523.55,GFDL,8.5,203,RCP 8.5 2050
2037,4,9,203409.7,GFDL,8.5,123,RCP 8.5 2050
2037,5,9,247767.43,GFDL,8.5,126,RCP 8.5 2050
2037,7,1,195075.91,GFDL,8.5,184,RCP 8.5 2050
2038,6,1,67616.59,GFDL,8.5,153,RCP 8.5 2050
2038,7,9,90187.64,GFDL,8.5,189,RCP 8.5 2050
2039,5,2,125246.69,GFDL,8.5,126,RCP 8.5 2050
2039,5,8,172679.26,GFDL,8.5,136,RCP 8.5 2050
2040,4,3,172136.2,GFDL,8.5,100,RCP 8.5 2050
2040,4,7,192540.51,GFDL,8.5,107,RCP 8.5 2050
2041,4,10,546282.68,GFDL,8.5,110,RCP 8.5 2050
2042,5,3,153749.83,GFDL,8.5,143,RCP 8.5 2050
2042,7,7,166898.08,GFDL,8.5,184,RCP 8.5 2050
2043,4,10,147724.21,GFDL,8.5,95,RCP 8.5 2050
2044,4,2,164750.43,GFDL,8.5,113,RCP 8.5 2050
2044,4,3,171016.09,GFDL,8.5,117,RCP 8.5 2050
2044,4,5,233420.58,GFDL,8.5,102,RCP 8.5 2050
2045,6,8,258851.78,GFDL,8.5,171,RCP 8.5 2050
2045,7,2,131208.78,GFDL,8.5,184,RCP 8.5 2050
2046,4,3,185374.9,GFDL,8.5,117,RCP 8.5 2050
2046,5,3,183799.64,GFDL,8.5,133,RCP 8.5 2050
2046,6,4,196775.74,GFDL,8.5,169,RCP 8.5 2050
2047,3,4,63577.85,GFDL,8.5,91,RCP 8.5 2050
2047,6,6,81051.83,GFDL,8.5,156,RCP 8.5 2050
2048,7,5,108393.21,GFDL,8.5,200,RCP 8.5 2050
2048,8,5,120825.88,GFDL,8.5,214,RCP 8.5 2050
2049,5,9,209015.46,GFDL,8.5,139,RCP 8.5 2050
2049,6,1,95384.29,GFDL,8.5,157,RCP 8.5 2050
2050,5,2,70979.09,GFDL,8.5,141,RCP 8.5 2050
2050,7,8,94480.98,GFDL,8.5,204,RCP 8.5 2050
2051,4,2,143415.71,GFDL,8.5,107,RCP 8.5 2050
2051,5,5,152218.86,GFDL,8.5,129,RCP 8.5 2050
2051,6,3,131995.44,GFDL,8.5,153,RCP 8.5 2050
2052,4,1,156484.78,GFDL,8.5,118,RCP 8.5 2050
2052,4,3,166780.96,GFDL,8.5,120,RCP 8.5 2050
2052,6,6,235537.01,GFDL,8.5,154,RCP 8.5 2050
2053,4,7,316801.07,GFDL,8.5,109,RCP 8.5 2050
2053,5,3,238079.23,GFDL,8.5,137,RCP 8.5 2050
2054,6,4,37327.32,GFDL,8.5,156,RCP 8.5 2050
2054,6,6,38722.69,GFDL,8.5,169,RCP 8.5 2050
2055,5,4,87520.92,GFDL,8.5,148,RCP 8.5 2050
2055,7,6,102483.17,GFDL,8.5,185,RCP 8.5 2050
2056,6,10,57048.06,GFDL,8.5,170,RCP 8.5 2050
2057,5,9,106465.52,GFDL,8.5,150,RCP 8.5 2050
2057,6,1,69445.23,GFDL,8.5,155,RCP 8.5 2050
2057,6,9,79210.43,GFDL,8.5,152,RCP 8.5 2050
2058,5,10,336629.82,GFDL,8.5,126,RCP 8.5 2050
2059,6,10,72705.8,GFDL,8.5,155,RCP 8.5 2050
2060,3,5,266203.33,GFDL,8.5,88,RCP 8.5 2050
2060,6,5,205787.27,GFDL,8.5,159,RCP 8.5 2050
2061,6,1,132278.75,GFDL,8.5,164,RCP 8.5 2050
2061,6,9,262444.34,GFDL,8.5,178,RCP 8.5 2050
2061,7,9,138524.12,GFDL,8.5,183,RCP 8.5 2050
2062,3,5,242697.64,GFDL,8.5,90,RCP 8.5 2050
2062,4,2,177368.79,GFDL,8.5,101,RCP 8.5 2050
2062,4,3,195842.11,GFDL,8.5,105,RCP 8.5 2050
2062,4,5,170329.78,GFDL,8.5,93,RCP 8.5 2050
2063,4,5,146215.01,GFDL,8.5,121,RCP 8.5 2050
2063,5,5,127102.22,GFDL,8.5,124,RCP 8.5 2050
2063,7,1,125544.68,GFDL,8.5,204,RCP 8.5 2050
2063,7,4,140290.22,GFDL,8.5,189,RCP 8.5 2050
2064,4,1,106771.86,GFDL,8.5,99,RCP 8.5 2050
2064,4,9,265568.43,GFDL,8.5,117,RCP 8.5 2050
2035,7,10,288849.23,HadGEM2-CC,8.5,190,RCP 8.5 2050
2036,6,10,192073.81,HadGEM2-CC,8.5,171,RCP 8.5 2050
2037,6,10,92908.07,HadGEM2-CC,8.5,166,RCP 8.5 2050
2038,4,6,136606.54,HadGEM2-CC,8.5,106,RCP 8.5 2050
2038,6,4,99816.49,HadGEM2-CC,8.5,154,RCP 8.5 2050
2039,5,10,140851.04,HadGEM2-CC,8.5,139,RCP 8.5 2050
2040,5,7,185527.99,HadGEM2-CC,8.5,137,RCP 8.5 2050
2040,7,3,153221.76,HadGEM2-CC,8.5,186,RCP 8.5 2050
2041,4,10,121133.1,HadGEM2-CC,8.5,99,RCP 8.5 2050
2042,6,10,316129.56,HadGEM2-CC,8.5,154,RCP 8.5 2050
2043,5,1,62118.84,HadGEM2-CC,8.5,144,RCP 8.5 2050
2043,5,9,70826.64,HadGEM2-CC,8.5,132,RCP 8.5 2050
2044,6,1,39233.19,HadGEM2-CC,8.5,163,RCP 8.5 2050
2044,6,3,54020.09,HadGEM2-CC,8.5,154,RCP 8.5 2050
2044,6,6,51459.58,HadGEM2-CC,8.5,175,RCP 8.5 2050
2045,5,2,223236.43,HadGEM2-CC,8.5,140,RCP 8.5 2050
2045,5,4,295595.73,HadGEM2-CC,8.5,129,RCP 8.5 2050
2046,3,2,127635.27,HadGEM2-CC,8.5,83,RCP 8.5 2050
2046,6,8,79265.32,HadGEM2-CC,8.5,166,RCP 8.5 2050
2047,4,5,271601.72,HadGEM2-CC,8.5,96,RCP 8.5 2050
2048,3,3,130432.03,HadGEM2-CC,8.5,85,RCP 8.5 2050
2048,3,4,114461.18,HadGEM2-CC,8.5,92,RCP 8.5 2050
2048,4,4,117780.55,HadGEM2-CC,8.5,94,RCP 8.5 2050
2049,6,3,332838.2,HadGEM2-CC,8.5,162,RCP 8.5 2050
2049,6,7,393546.07,HadGEM2-CC,8.5,169,RCP 8.5 2050
2050,5,10,214046.71,HadGEM2-CC,8.5,142,RCP 8.5 2050
2051,4,10,92264.61,HadGEM2-CC,8.5,122,RCP 8.5 2050
2051,5,10,93309,HadGEM2-CC,8.5,124,RCP 8.5 2050
2052,6,10,133877.63,HadGEM2-CC,8.5,166,RCP 8.5 2050
2053,4,3,232002.6,HadGEM2-CC,8.5,121,RCP 8.5 2050
2053,6,1,201485.94,HadGEM2-CC,8.5,171,RCP 8.5 2050
2053,6,6,268964.68,HadGEM2-CC,8.5,156,RCP 8.5 2050
2054,4,10,230698.65,HadGEM2-CC,8.5,120,RCP 8.5 2050
2054,5,10,133092.41,HadGEM2-CC,8.5,124,RCP 8.5 2050
2055,2,5,187374.06,HadGEM2-CC,8.5,58,RCP 8.5 2050
2055,4,4,127920.91,HadGEM2-CC,8.5,101,RCP 8.5 2050
2055,6,1,104113.37,HadGEM2-CC,8.5,179,RCP 8.5 2050
2056,3,5,38654.24,HadGEM2-CC,8.5,71,RCP 8.5 2050
2056,4,3,39644.7,HadGEM2-CC,8.5,117,RCP 8.5 2050
2056,7,2,27456.54,HadGEM2-CC,8.5,191,RCP 8.5 2050
2057,2,1,56359.69,HadGEM2-CC,8.5,61,RCP 8.5 2050
2057,2,2,56601.88,HadGEM2-CC,8.5,50,RCP 8.5 2050
2057,2,5,105059.59,HadGEM2-CC,8.5,40,RCP 8.5 2050
2057,3,2,57850.52,HadGEM2-CC,8.5,85,RCP 8.5 2050
2058,5,10,197506.04,HadGEM2-CC,8.5,140,RCP 8.5 2050
2059,5,2,87166.34,HadGEM2-CC,8.5,126,RCP 8.5 2050
2059,5,8,153653.05,HadGEM2-CC,8.5,130,RCP 8.5 2050
2060,5,2,39882,HadGEM2-CC,8.5,152,RCP 8.5 2050
2060,6,1,31516.19,HadGEM2-CC,8.5,179,RCP 8.5 2050
2060,6,2,36029.96,HadGEM2-CC,8.5,164,RCP 8.5 2050
2060,6,3,35494.7,HadGEM2-CC,8.5,172,RCP 8.5 2050
2060,7,1,30664.74,HadGEM2-CC,8.5,184,RCP 8.5 2050
2061,5,10,294702.36,HadGEM2-CC,8.5,130,RCP 8.5 2050
2062,3,3,35027.33,HadGEM2-CC,8.5,91,RCP 8.5 2050
2062,4,3,29124.52,HadGEM2-CC,8.5,93,RCP 8.5 2050
2062,6,7,38250.29,HadGEM2-CC,8.5,169,RCP 8.5 2050
2063,5,10,275160.59,HadGEM2-CC,8.5,128,RCP 8.5 2050
2064,6,10,157162.67,HadGEM2-CC,8.5,157,RCP 8.5 2050
2035,4,8,345455.54,HadGEM2-ES,8.5,117,RCP 8.5 2050
2035,5,2,241290.34,HadGEM2-ES,8.5,129,RCP 8.5 2050
2036,3,5,331512.14,HadGEM2-ES,8.5,89,RCP 8.5 2050
2036,4,1,231331.51,HadGEM2-ES,8.5,112,RCP 8.5 2050
2036,4,4,312774.17,HadGEM2-ES,8.5,93,RCP 8.5 2050
2037,4,10,138069.53,HadGEM2-ES,8.5,101,RCP 8.5 2050
2038,5,10,346258.95,HadGEM2-ES,8.5,129,RCP 8.5 2050
2039,6,10,284007.09,HadGEM2-ES,8.5,154,RCP 8.5 2050
2040,3,3,159706.17,HadGEM2-ES,8.5,76,RCP 8.5 2050
2040,3,7,196760.3,HadGEM2-ES,8.5,91,RCP 8.5 2050
2040,4,7,154533.33,HadGEM2-ES,8.5,95,RCP 8.5 2050
2041,4,4,252507.75,HadGEM2-ES,8.5,94,RCP 8.5 2050
2041,6,6,291180.65,HadGEM2-ES,8.5,159,RCP 8.5 2050
2042,5,1,58231.61,HadGEM2-ES,8.5,126,RCP 8.5 2050
2042,5,7,74923.89,HadGEM2-ES,8.5,149,RCP 8.5 2050
2042,6,7,68052.66,HadGEM2-ES,8.5,152,RCP 8.5 2050
2042,8,1,58435.52,HadGEM2-ES,8.5,219,RCP 8.5 2050
2043,3,3,26105.78,HadGEM2-ES,8.5,69,RCP 8.5 2050
2043,8,1,23954.83,HadGEM2-ES,8.5,227,RCP 8.5 2050
2043,8,2,24238.45,HadGEM2-ES,8.5,214,RCP 8.5 2050
2044,7,10,149371.9,HadGEM2-ES,8.5,187,RCP 8.5 2050
2045,3,3,169634.24,HadGEM2-ES,8.5,84,RCP 8.5 2050
2045,7,7,253651.42,HadGEM2-ES,8.5,186,RCP 8.5 2050
2046,6,10,46560.06,HadGEM2-ES,8.5,161,RCP 8.5 2050
2047,5,9,39858.98,HadGEM2-ES,8.5,145,RCP 8.5 2050
2047,6,1,27284.97,HadGEM2-ES,8.5,152,RCP 8.5 2050
2048,6,1,227518.71,HadGEM2-ES,8.5,164,RCP 8.5 2050
2048,6,8,298354.08,HadGEM2-ES,8.5,158,RCP 8.5 2050
2049,5,1,158694.95,HadGEM2-ES,8.5,148,RCP 8.5 2050
2049,6,9,219869.42,HadGEM2-ES,8.5,160,RCP 8.5 2050
2050,6,2,124191.19,HadGEM2-ES,8.5,169,RCP 8.5 2050
2050,6,6,170825.37,HadGEM2-ES,8.5,175,RCP 8.5 2050
2050,7,2,120113.27,HadGEM2-ES,8.5,187,RCP 8.5 2050
2051,3,3,159214.86,HadGEM2-ES,8.5,74,RCP 8.5 2050
2051,3,7,191063.9,HadGEM2-ES,8.5,90,RCP 8.5 2050
2051,4,7,139355.17,HadGEM2-ES,8.5,93,RCP 8.5 2050
2052,5,10,183873.25,HadGEM2-ES,8.5,145,RCP 8.5 2050
2053,6,3,34034,HadGEM2-ES,8.5,181,RCP 8.5 2050
2053,7,7,42731.7,HadGEM2-ES,8.5,202,RCP 8.5 2050
2054,6,1,34178.72,HadGEM2-ES,8.5,152,RCP 8.5 2050
2054,6,9,57711.55,HadGEM2-ES,8.5,164,RCP 8.5 2050
2055,7,1,25785.59,HadGEM2-ES,8.5,183,RCP 8.5 2050
2055,7,9,40230.06,HadGEM2-ES,8.5,190,RCP 8.5 2050
2056,5,2,49605.81,HadGEM2-ES,8.5,139,RCP 8.5 2050
2056,5,8,84792.3,HadGEM2-ES,8.5,145,RCP 8.5 2050
2057,7,10,135708.28,HadGEM2-ES,8.5,192,RCP 8.5 2050
2058,5,6,403271.73,HadGEM2-ES,8.5,132,RCP 8.5 2050
2058,6,4,254614.23,HadGEM2-ES,8.5,157,RCP 8.5 2050
2059,5,8,397598.06,HadGEM2-ES,8.5,144,RCP 8.5 2050
2059,6,2,211720.15,HadGEM2-ES,8.5,161,RCP 8.5 2050
2060,6,9,54822.94,HadGEM2-ES,8.5,180,RCP 8.5 2050
2060,7,9,30340.09,HadGEM2-ES,8.5,184,RCP 8.5 2050
2060,9,1,25034.08,HadGEM2-ES,8.5,261,RCP 8.5 2050
2061,3,2,36529.13,HadGEM2-ES,8.5,76,RCP 8.5 2050
2061,3,5,63848.94,HadGEM2-ES,8.5,83,RCP 8.5 2050
2061,4,3,38730.65,HadGEM2-ES,8.5,95,RCP 8.5 2050
2062,7,10,135593.68,HadGEM2-ES,8.5,194,RCP 8.5 2050
2063,5,3,56998.11,HadGEM2-ES,8.5,139,RCP 8.5 2050
2063,5,7,97475.26,HadGEM2-ES,8.5,144,RCP 8.5 2050
2064,6,3,91392.74,HadGEM2-ES,8.5,173,RCP 8.5 2050
2064,6,7,136273.25,HadGEM2-ES,8.5,178,RCP 8.5 2050
2035,3,2,40810.53,MIROC5,8.5,82,RCP 8.5 2050
2035,4,2,39988.84,MIROC5,8.5,94,RCP 8.5 2050
2035,6,6,37087.44,MIROC5,8.5,178,RCP 8.5 2050
2036,6,1,243575.12,MIROC5,8.5,167,RCP 8.5 2050
2036,6,9,314210.21,MIROC5,8.5,158,RCP 8.5 2050
2037,5,3,117811.31,MIROC5,8.5,146,RCP 8.5 2050
2037,7,7,105716.62,MIROC5,8.5,191,RCP 8.5 2050
2038,2,1,27618.95,MIROC5,8.5,34,RCP 8.5 2050
2038,3,2,26857.06,MIROC5,8.5,81,RCP 8.5 2050
2038,3,7,36554.74,MIROC5,8.5,62,RCP 8.5 2050
2039,4,10,276734.28,MIROC5,8.5,95,RCP 8.5 2050
2040,3,9,190739.29,MIROC5,8.5,92,RCP 8.5 2050
2040,4,1,143923.31,MIROC5,8.5,107,RCP 8.5 2050
2040,4,9,216152.71,MIROC5,8.5,93,RCP 8.5 2050
2041,4,3,87895.35,MIROC5,8.5,121,RCP 8.5 2050
2041,7,7,75268.19,MIROC5,8.5,211,RCP 8.5 2050
2041,8,7,79144.82,MIROC5,8.5,214,RCP 8.5 2050
2042,6,10,127643.83,MIROC5,8.5,166,RCP 8.5 2050
2043,4,6,113570.92,MIROC5,8.5,113,RCP 8.5 2050
2043,7,4,98842.5,MIROC5,8.5,191,RCP 8.5 2050
2044,5,10,84495.15,MIROC5,8.5,139,RCP 8.5 2050
2045,4,3,143827.49,MIROC5,8.5,113,RCP 8.5 2050
2045,5,1,128337.97,MIROC5,8.5,140,RCP 8.5 2050
2045,5,6,151583.3,MIROC5,8.5,147,RCP 8.5 2050
2046,4,10,540826.06,MIROC5,8.5,118,RCP 8.5 2050
2047,4,5,72068.85,MIROC5,8.5,113,RCP 8.5 2050
2047,5,5,62550.4,MIROC5,8.5,136,RCP 8.5 2050
2048,7,10,178052,MIROC5,8.5,194,RCP 8.5 2050
2049,3,7,47670.56,MIROC5,8.5,88,RCP 8.5 2050
2049,4,7,32059.2,MIROC5,8.5,93,RCP 8.5 2050
2049,5,3,40075.26,MIROC5,8.5,135,RCP 8.5 2050
2050,6,9,307728.91,MIROC5,8.5,175,RCP 8.5 2050
2050,7,1,152276.96,MIROC5,8.5,189,RCP 8.5 2050
2051,4,3,41338.69,MIROC5,8.5,115,RCP 8.5 2050
2051,6,1,36114.96,MIROC5,8.5,160,RCP 8.5 2050
2051,8,3,38005.5,MIROC5,8.5,237,RCP 8.5 2050
2052,4,1,41902.59,MIROC5,8.5,110,RCP 8.5 2050
2052,4,6,52101.39,MIROC5,8.5,119,RCP 8.5 2050
2052,7,3,43491.98,MIROC5,8.5,191,RCP 8.5 2050
2053,6,10,113296.04,MIROC5,8.5,166,RCP 8.5 2050
2054,5,10,209690.57,MIROC5,8.5,151,RCP 8.5 2050
2054,6,10,281089.09,MIROC5,8.5,156,RCP 8.5 2050
2055,4,9,131712.45,MIROC5,8.5,96,RCP 8.5 2050
2055,5,1,67068.7,MIROC5,8.5,124,RCP 8.5 2050
2056,7,10,74729.63,MIROC5,8.5,192,RCP 8.5 2050
2057,5,1,53029.5,MIROC5,8.5,146,RCP 8.5 2050
2057,6,9,58869.09,MIROC5,8.5,155,RCP 8.5 2050
2058,6,10,217106.95,MIROC5,8.5,180,RCP 8.5 2050
2058,7,10,131241.34,MIROC5,8.5,183,RCP 8.5 2050
2059,5,1,216874.96,MIROC5,8.5,135,RCP 8.5 2050
2059,5,9,344625.07,MIROC5,8.5,125,RCP 8.5 2050
2060,4,10,604238.63,MIROC5,8.5,117,RCP 8.5 2050
2060,5,10,228986.22,MIROC5,8.5,124,RCP 8.5 2050
2061,2,3,61334.97,MIROC5,8.5,55,RCP 8.5 2050
2061,4,2,70952.9,MIROC5,8.5,100,RCP 8.5 2050
2061,6,3,67112.8,MIROC5,8.5,173,RCP 8.5 2050
2061,7,2,56993.47,MIROC5,8.5,186,RCP 8.5 2050
2062,2,1,28125.75,MIROC5,8.5,45,RCP 8.5 2050
2062,2,6,39012.56,MIROC5,8.5,49,RCP 8.5 2050
2062,6,1,28192.08,MIROC5,8.5,168,RCP 8.5 2050
2062,7,2,29344.27,MIROC5,8.5,187,RCP 8.5 2050
2063,7,10,49609.27,MIROC5,8.5,188,RCP 8.5 2050
2064,4,9,167662.1,MIROC5,8.5,111,RCP 8.5 2050
2064,5,5,83224.99,MIROC5,8.5,147,RCP 8.5 2050
2070,3,3,30387.34,ACCESS1-0,8.5,80,RCP 8.5 2085
2070,5,7,38672.19,ACCESS1-0,8.5,147,RCP 8.5 2085
2071,6,10,46839.2,ACCESS1-0,8.5,161,RCP 8.5 2085
2072,5,6,37193.91,ACCESS1-0,8.5,149,RCP 8.5 2085
2072,6,4,30120.05,ACCESS1-0,8.5,172,RCP 8.5 2085
2073,3,10,160613.35,ACCESS1-0,8.5,74,RCP 8.5 2085
2074,6,3,47698.15,ACCESS1-0,8.5,162,RCP 8.5 2085
