Flow (cfs),Date,Excel Datenum,Year,Month,Day
40329,2/17/78 12:00 AM,65063,2078,2,17
276529,1/4/79 12:00 AM,65384,2079,1,4
104084,2/18/80 12:00 AM,65794,2080,2,18
54588,4/24/81 12:00 AM,66225,2081,4,24
148208,1/6/82 12:00 AM,66482,2082,1,6
275154,1/16/83 12:00 AM,66857,2083,1,16
269067,3/25/84 12:00 AM,67291,2084,3,25
375449,1/22/85 12:00 AM,67594,2085,1,22
37550,2/1/86 12:00 AM,67969,2086,2,1
205914,3/22/87 12:00 AM,68383,2087,3,22
159243,3/3/88 12:00 AM,68730,2088,3,3
80567,2/11/89 12:00 AM,69075,2089,2,11
91771,2/25/90 12:00 AM,69454,2090,2,25
227306,3/22/91 12:00 AM,69844,2091,3,22
25278,1/28/92 12:00 AM,70156,2092,1,28
283550,2/4/93 12:00 AM,70529,2093,2,4
126280,1/7/94 12:00 AM,70866,2094,1,7
280847,1/21/95 12:00 AM,71245,2095,1,21
131743,3/28/96 12:00 AM,71677,2096,3,28
118957,1/1/97 12:00 AM,71956,2097,1,1
111683,3/23/98 12:00 AM,72402,2098,3,23
29607,3/5/99 12:00 AM,72749,2099,3,5
374120,2/12/70 12:00 AM,62136,2070,2,12
70544,1/24/71 12:00 AM,62482,2071,1,24
226222,3/24/72 12:00 AM,62907,2072,3,24
333445,4/3/73 12:00 AM,63282,2073,4,3
363462,2/23/74 12:00 AM,63608,2074,2,23
362791,4/3/75 12:00 AM,64012,2075,4,3
334074,2/21/76 12:00 AM,64336,2076,2,21
182352,2/15/77 12:00 AM,64696,2077,2,15
386019,12/27/77 12:00 AM,65011,2077,12,27
36834,2/16/79 12:00 AM,65427,2079,2,16
49158,4/10/80 12:00 AM,65846,2080,4,10
499932,2/19/81 12:00 AM,66161,2081,2,19
41422,2/23/82 12:00 AM,66530,2082,2,23
326081,1/23/83 12:00 AM,66864,2083,1,23
324431,2/5/84 12:00 AM,67242,2084,2,5
47880,1/26/85 12:00 AM,67598,2085,1,26
295911,2/12/86 12:00 AM,67980,2086,2,12
88956,12/25/86 12:00 AM,68296,2086,12,25
42697,3/26/88 12:00 AM,68753,2088,3,26
166325,3/8/89 12:00 AM,69100,2089,3,8
26337,7/3/90 12:00 AM,69582,2090,7,3
446316,1/7/91 12:00 AM,69770,2091,1,7
36049,2/1/92 12:00 AM,70160,2092,2,1
549365,1/1/93 12:00 AM,70495,2093,1,1
145724,2/26/94 12:00 AM,70916,2094,2,26
230623,1/30/95 12:00 AM,71254,2095,1,30
241769,1/19/96 12:00 AM,71608,2096,1,19
172479,3/6/97 12:00 AM,72020,2097,3,6
727084,1/23/98 12:00 AM,72343,2098,1,23
33422,4/8/99 12:00 AM,72783,2099,4,8
75467,12/15/69 12:00 AM,62077,2069,12,15
118388,2/4/71 12:00 AM,62493,2071,2,4
326161,1/13/72 12:00 AM,62836,2072,1,13
67261,3/11/73 12:00 AM,63259,2073,3,11
402001,12/19/73 12:00 AM,63542,2073,12,19
92478,1/12/75 12:00 AM,63931,2075,1,12
89103,2/26/76 12:00 AM,64341,2076,2,26
475793,2/22/77 12:00 AM,64703,2077,2,22
201507,3/7/78 12:00 AM,65081,2078,3,7
143374,2/7/79 12:00 AM,65418,2079,2,7
317920,2/13/80 12:00 AM,65789,2080,2,13
445956,2/22/81 12:00 AM,66164,2081,2,22
57469,4/7/82 12:00 AM,66573,2082,4,7
173504,2/26/83 12:00 AM,66898,2083,2,26
42820,4/22/84 12:00 AM,67319,2084,4,22
106109,2/19/85 12:00 AM,67622,2085,2,19
292665,2/21/86 12:00 AM,67989,2086,2,21
257302,2/10/87 12:00 AM,68343,2087,2,10
65006,10/4/87 12:00 AM,68579,2087,10,4
156889,3/4/89 12:00 AM,69096,2089,3,4
86899,4/24/90 12:00 AM,69512,2090,4,24
394389,2/18/91 12:00 AM,69812,2091,2,18
119418,11/15/91 12:00 AM,70082,2091,11,15
128884,12/22/92 12:00 AM,70485,2092,12,22
235396,1/31/94 12:00 AM,70890,2094,1,31
288251,2/2/95 12:00 AM,71257,2095,2,2
486100,1/22/96 12:00 AM,71611,2096,1,22
76917,2/26/97 12:00 AM,72012,2097,2,26
477678,2/26/98 12:00 AM,72377,2098,2,26
93580,2/25/99 12:00 AM,72741,2099,2,25
130153,2/6/70 12:00 AM,62130,2070,2,6
226833,1/6/71 12:00 AM,62464,2071,1,6
450304,2/25/72 12:00 AM,62879,2072,2,25
74523,4/29/73 12:00 AM,63308,2073,4,29
225682,12/7/73 12:00 AM,63530,2073,12,7
76521,3/2/75 12:00 AM,63980,2075,3,2
354823,1/28/76 12:00 AM,64312,2076,1,28
229805,1/29/77 12:00 AM,64679,2077,1,29
46012,3/29/78 12:00 AM,65103,2078,3,29
91291,3/16/79 12:00 AM,65455,2079,3,16
153750,3/31/80 12:00 AM,65836,2080,3,31
39733,1/21/81 12:00 AM,66132,2081,1,21
311498,12/6/81 12:00 AM,66451,2081,12,6
379032,1/8/83 12:00 AM,66849,2083,1,8
228357,11/24/83 12:00 AM,67169,2083,11,24
103905,3/26/85 12:00 AM,67657,2085,3,26
223658,1/29/86 12:00 AM,67966,2086,1,29
24963,1/25/87 12:00 AM,68327,2087,1,25
218509,3/6/88 12:00 AM,68733,2088,3,6
91313,3/10/89 12:00 AM,69102,2089,3,10
142251,3/8/90 12:00 AM,69465,2090,3,8
199715,2/2/91 12:00 AM,69796,2091,2,2
291380,1/17/92 12:00 AM,70145,2092,1,17
38532,2/23/93 12:00 AM,70548,2093,2,23
35311,3/3/94 12:00 AM,70921,2094,3,3
282353,11/26/94 12:00 AM,71189,2094,11,26
87071,1/3/96 12:00 AM,71592,2096,1,3
560342,1/25/97 12:00 AM,71980,2097,1,25
96909,3/6/98 12:00 AM,72385,2098,3,6
197880,12/20/98 12:00 AM,72674,2098,12,20
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,

